Course Code,Course Name,Cupo,NRC,Sección,Créditos,Periodo,Parte de Periodo,Campus,Schedule Table,Cupos Ofrecidos,Cupos Inscritos,Cupos Disponibles
CBCA-1161,UN SIGLO DE JAZZ (CICLO 2 DE 8 SEMANAS),Sin cupo,36866,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': '0900-1050', 'Salón': '.O_102', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Henry Yerly (O)'}, {'Día': 'J', 'Hora': '0900-1050', 'Salón': '.O_103', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Henry Yerly (O)'}]",75,75,0
CBCA-1162,MU¿SICA ACADE¿MICA OCCIDENTAL DE LOS SIGLOS XX Y XXI (CICLO 2 DE 8 SEMANAS),3,71912,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'V', 'Salón': '1600-1750', 'Fecha Inicio': '.SD_801', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. J.M.Santodomingo (SD)'}]",50,47,3
CBCA-1164,DE LA HABANERA AL TANGO. LA CANCIÓN POPULAR LATINOAMERICANA (CICLO 2 DE 8 SEMANAS),2,34055,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'V', 'Salón': '1200-1350', 'Fecha Inicio': '.ML_603', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. Mario Laserna (ML)'}]",50,48,2
CBCA-1167,MÚSICA DE LOS SIGLO XVII Y XVIII (CICLO 1 DE 8 SEMANAS),7,34053,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '1400-1550', 'Fecha Inicio': '.SD_702', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. J.M.Santodomingo (SD)'}]",50,43,7
CBCA-1169,MÚSICA Y CINEMATOGRAFÍA: HISTORIA Y TENDENCIAS ESTÉTICAS (CICLO 2 DE 8 SEMANAS),3,63263,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'V', 'Salón': '1400-1550', 'Fecha Inicio': '.W_404', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. Carlos Pacheco Devia(W)'}]",50,47,3
CBCA-1180,ART AND TRAVEL (CICLO 2 DE 8 SEMANAS),3,64307,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '0900-1050', 'Fecha Inicio': '.ML_603', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. Mario Laserna (ML)'}]",50,47,3
CBCA-1195,FILOSOFÍA COMO ARTE DE VIVIR,6,57657,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': '1600-1750', 'Salón': '.RGD_203', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.centro cívico'}]",55,49,6
CBCA-1196,GÉNERO EN JAPÓN (CICLO 2 DE 8 SEMANAS),3,71913,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': '1400-1550', 'Salón': '.ML_606', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Mario Laserna (ML)'}, {'Día': 'J', 'Hora': '1400-1550', 'Salón': '.ML_607', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Mario Laserna (ML)'}]",55,52,3
CBCA-1207,"LAS TECNOLOGÍAS DIGITALES: RETOS, OPORTUNIDADES E IMPLICACIONES ÉTICAS Y SOCIALES",6,59340,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': '0700-0850', 'Salón': '.ML_512', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Mario Laserna (ML)'}]",60,54,6
CBCA-1208,LEER EL NOMBRE DE LA ROSA (CICLO 2 DE 8 SEMANAS),4,71915,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': '0700-0850', 'Salón': '.B_201', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.Bloque B'}, {'Día': 'V', 'Hora': '0700-0850', 'Salón': '.ML_514', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Mario Laserna (ML)'}]",51,47,4
CBCA-1213,PROHIBICIÓN E HISTORIA (CICLO 1 DE 8 SEMANAS),7,71916,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '1400-1550', 'Fecha Inicio': '.RGD_306-7', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .centro cívico'}]",61,54,7
CBCA-1218,FILOSOFÍA DE LA CONQUISTA DE AMÉRICA (CICLO 1 DE 8 SEMANAS),7,71917,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '0900-1050', 'Fecha Inicio': '.SD_205-6', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. J.M.Santodomingo (SD)'}]",52,45,7
CBCA-1219,HUMANITARISMO Y PODER: APROXIMACIONES ÉTICAS AL SUFRIMIENTO DEL OTRO (CICLO 1 DE 8 SEMANAS),7,71918,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '0700-0850', 'Fecha Inicio': '.SALA_3', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Cinemateca Distrital'}]",51,44,7
CBCA-1223,GÉNERO Y SEXUALIDAD: DEBATES CONTEMPORÁNEOS EN COLOMBIA Y AMÉRICA LATINA,10,67151,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': '1400-1550', 'Salón': '.O_203', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Henry Yerly (O)'}]",51,41,10
CBCA-1225,LABERINTO VS. JARDÍN ZEN,8,36367,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': '1600-1750', 'Salón': '.RGD_206-7', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.centro cívico'}]",55,47,8
CBCA-1232,POÉTICAS DE LA CASA (CICLO 1 DE 8 SEMANAS),5,71919,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1200-1350', 'Fecha Inicio': '.B_201', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Bloque B'}]",56,51,5
CBCA-1245,GLOBALIZATION (CICLO 1 DE 8 SEMANAS),5,71920,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '0900-1050', 'Fecha Inicio': '.RGD_002', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .centro cívico'}]",40,35,5
CBCA-1250,THE 1960S. A CULTURAL HISTORY OF REVOLUTIONARY AMERICA,9,71921,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'J', 'Hora': '1200-1350', 'Salón': '.ML_516', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Mario Laserna (ML)'}]",50,41,9
CBCA-1258,FILOSOFÍA Y ARTE (CICLO 2 DE 8 SEMANAS),1,71923,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '1200-1350', 'Fecha Inicio': '.ML_516', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. Mario Laserna (ML)'}]",50,49,1
CBCA-1283,TEATRO Y DEMOCRACIA (CICLO 1 DE 8 SEMANAS),4,64324,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '1400-1550', 'Fecha Inicio': '.ML_603', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Mario Laserna (ML)'}]",65,61,4
CBCA-1290,EDUCACIÓN Y SOSTENIBILIDAD,2,71925,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': '1200-1350', 'Salón': '.RGD_05', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.centro cívico'}]",60,58,2
CBCA-1292,SOBRE EL ORIGEN COMÚN DE LAS ARTES Y LA ARQUITECTURA,1,45005,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': '1400-1550', 'Salón': '.AU_102', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Aulas'}]",40,39,1
CBCA-1295,QUIJOTE: DILEMAS UNIVERSALES,8,57161,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'J', 'Hora': '0900-1050', 'Salón': '.O_301', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Henry Yerly (O)'}]",56,48,8
CBCA-1308,"IMAGEN, ARTE Y RELIGIÓN (CICLO 2 DE 8 SEMANAS)",1,71926,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'J', 'Salón': '1200-1350', 'Fecha Inicio': '.SD_716', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. J.M.Santodomingo (SD)'}]",55,54,1
CBCA-1313,LENGUAJE Y PODER (CICLO 1 DE 8 SEMANAS),10,71927,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '1200-1350', 'Fecha Inicio': '.SD_205-6', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. J.M.Santodomingo (SD)'}]",52,42,10
CBCA-1314,HISTORIA GRAL DE ÁFRICA DEL SAHARA AL CONGO EN TIEMPOS MEDIEVALES Y MODERNOS (CICLO 2 DE 8 SEMANAS),3,71928,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '1200-1350', 'Fecha Inicio': '.RGD_206-7', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .centro cívico'}]",60,57,3
CBCA-1325,MUJERES EN LA MÚSICA (CICLO 1 DE 8 SEMANAS),9,58415,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'J', 'Salón': '1200-1350', 'Fecha Inicio': '.RGD_306-7', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .centro cívico'}]",60,51,9
CBCA-1329,FILOSOFÍA DE LOS SUEÑOS Y ADIVINACIÓN EN LA ANTIGÜEDAD (CICLO 1 DE 8 SEMANAS),10,71929,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '1600-1750', 'Fecha Inicio': '.RGD_306-7', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .centro cívico'}]",55,45,10
CBCA-1333,VIVIR UNA VIDA ÉTICA (CICLO 1 DE 8 SEMANAS),5,71930,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1200-1350', 'Fecha Inicio': '.O_301', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Henry Yerly (O)'}]",50,45,5
CBCA-1339,DE DÓNDE VIENE EL GOBIERNO (CICLO 1 DE 8 SEMANAS),3,63176,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '1400-1550', 'Fecha Inicio': '.RGD_212-13', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .centro cívico'}]",65,62,3
CBCA-1356,VERDAD Y DUDA: ¿CREER O NO CREER? (CICLO 2 DE 8 SEMANAS),2,71931,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '0900-1050', 'Fecha Inicio': '.SALA_2', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Cinemateca Distrital'}]",56,54,2
CBCA-1357,HISTORIA Y GÉNERO (CICLO 1 DE 8 SEMANAS),2,57171,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '1200-1350', 'Fecha Inicio': '.LL_201', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Alberto Lleras (LL)'}]",32,30,2
CBCA-1361,NOUVELLE VAGUE: LOS CLÁSICOS MÁS MODERNOS DEL CINE FRANCÉS (CICLO 2 DE 8 SEMANAS),5,67160,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1200-1350', 'Fecha Inicio': '.O_301', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. Henry Yerly (O)'}]",56,51,5
CBCA-1365,LA VIDA SOCIAL DE LAS IMÁGENES Y LAS COSAS,4,71934,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': '1200-1350', 'Salón': '.ML_603', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Mario Laserna (ML)'}]",60,56,4
CBCA-1370,POR EL CAMINO DEL SABER EN LA ANTIGUA GRECIA,12,67162,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': '1600-1750', 'Salón': '.SD_702', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. J.M.Santodomingo (SD)'}]",50,38,12
CBCA-1383,VIOLENCIA Y CIVILIZACIÓN,12,67165,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': '0900-1050', 'Salón': '.RGD_002', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.centro cívico'}]",40,28,12
CBCA-1401,BITÁCORAS Y BOCETOS: EL MUNDO EN UN CUADERNO (CICLO 1 DE 8 SEMANAS),2,71936,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': '0900-1050', 'Salón': '.O_303', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-09-28', 'Edificio': '.Edif. Henry Yerly (O)'}, {'Día': 'V', 'Hora': '0900-1050', 'Salón': '.SALA_3', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-09-28', 'Edificio': '.Cinemateca Distrital'}]",56,54,2
CBCA-1403,RELIGIÓN Y POLÍTICA HOY: DEBATES Y COYUNTURAS (CICLO 2 DE 8 SEMANAS),4,62553,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1200-1350', 'Fecha Inicio': '.O_302', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. Henry Yerly (O)'}]",50,46,4
CBCA-1407,IDEAS POLÍTICAS (CICLO 2 DE 8 SEMANAS),6,62801,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': '1600-1750', 'Salón': '.RGD_110-11', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.centro cívico'}, {'Día': 'I', 'Hora': '1600-1750', 'Salón': '.RGD_308-9', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.centro cívico'}]",51,45,6
CBCA-1409,VOCES DE RESISTENCIA EN BRASIL (CICLO 1 DE 8 SEMANAS),2,71937,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': '1400-1550', 'Salón': '.O_404', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-08-17', 'Edificio': '.Edif. Henry Yerly (O)'}, {'Día': 'V', 'Hora': '1400-1550', 'Salón': '.O_404', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-08-10', 'Edificio': '.Edif. Henry Yerly (O)'}, {'Día': 'V', 'Hora': '1400-1550', 'Salón': '.O_303', 'Fecha Inicio': '2024-08-12', 'Fecha Fin': '2024-08-16', 'Edificio': '.Edif. Henry Yerly (O)'}, {'Día': 'I', 'Hora': '1400-1550', 'Salón': '.O_302', 'Fecha Inicio': '2024-08-19', 'Fecha Fin': '2024-09-28', 'Edificio': '.Edif. Henry Yerly (O)'}, {'Día': 'V', 'Hora': '1400-1550', 'Salón': '.R_112', 'Fecha Inicio': '2024-08-23', 'Fecha Fin': '2024-09-28', 'Edificio': '.Edif. Richard (R)'}]",50,48,2
CBCA-1417,NEURO-BIO-ARQUITECTURA. ESPACIOS SOSTENIBLES Y SALUDABLES (CICLO 1 DE 8 SEMANAS),8,65535,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '1100-1250', 'Fecha Inicio': '.RGD_206-7', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .centro cívico'}]",57,49,8
CBCA-1419,EL RETRATO: UNA HISTORIA DEL ROSTRO HUMANO (CICLO 1 DE 8 SEMANAS),1,65729,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1200-1350', 'Fecha Inicio': '.C_209', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Bloque C'}]",56,55,1
CBCA-1426,CUENTISTAS DEL POST-BOOM LATINOAMERICANO,7,71938,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'J', 'Hora': '0900-1050', 'Salón': '.O_302', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Henry Yerly (O)'}]",56,49,7
CBCA-1428,PENSAMIENTO CRÍTICO: TEORÍA Y PRÁCTICA (CICLO 1 DE 8 SEMANAS),9,68406,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '0900-1050', 'Fecha Inicio': '.O_303', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Henry Yerly (O)'}]",50,41,9
CBCA-1433,"NUEVO CINE LATINOAMERICANO: UNA INTRODUCCIÓN. ESTÉTICA, POÉTICA Y POLÍTICA (CICLO 1 DE 8 SEMANAS)",7,73286,02,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': '1800-1950', 'Salón': '.ML_516', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-09-28', 'Edificio': '.Edif. Mario Laserna (ML)'}, {'Día': 'J', 'Hora': '1800-1950', 'Salón': '.RGD_005', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-09-28', 'Edificio': '.centro cívico'}]",50,43,7
CBCA-1434,1434ALIMENTACIÓN Y CAMBIO SOCIAL - (CICLO 1 DE 8 SEMANAS),4,68408,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '1400-1550', 'Fecha Inicio': '.O_303', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Henry Yerly (O)'}]",41,37,4
CBCA-1437,"MENTALIDAD DE CRECIMIENTO, APRENDIZAJE Y CONEXIONES HUMANAS (CICLO 1 DE 8 SEMANAS)",3,65733,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1400-1550', 'Fecha Inicio': '.RGD_005', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .centro cívico'}]",60,57,3
CBCA-1437,"MENTALIDAD DE CRECIMIENTO, APRENDIZAJE Y CONEXIONES HUMANAS (CICLO 2 DE 8 SEMANAS)",4,66152,02,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1400-1550', 'Fecha Inicio': '.ML_603', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. Mario Laserna (ML)'}]",60,56,4
CBCA-1439,MAGICAL MYSTERY TOUR: LOS BEATLES Y LA REVOLUCIÓN CULTURAL DE LOS AÑOS 60 (CICLO 2 DE 8 SEMANAS),4,68666,01,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'V', 'Salón': '1600-1750', 'Fecha Inicio': '.W_404', 'Fecha Fin': '2024-10-07', 'Edificio': '2024-11-30 .Edif. Carlos Pacheco Devia(W)'}]",45,41,4
CBCA-1441,"GÉNERO, LENGUAJE E IMAGEN",10,65738,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': '1400-1550', 'Salón': '.W_404', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-09-28', 'Edificio': '.Edif. Carlos Pacheco Devia(W)'}, {'Día': 'I', 'Hora': '1400-1550', 'Salón': '.ML_603', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.Edif. Mario Laserna (ML)'}]",55,45,10
CBCA-1455,LA INVENCIÓN DEL AMOR: AMANTES Y SUICIDAS LITERARIOS,6,71981,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'J', 'Hora': '1600-1750', 'Salón': '.RGD_306-7', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.centro cívico'}]",55,49,6
CBCA-1465,"GLOBAL RELIGION, PLURALISM, FREEDOM",7,71982,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': '1600-1750', 'Salón': '.M_100', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.Bloque M'}]",50,43,7
CBCA-1467,ANTROPOLOGÍA VISUAL Y ARTE CONTEMPORÁNEO,4,70649,01,2,202420,PERIODO 202420 - 16 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'J', 'Hora': '1200-1350', 'Salón': '.RGD_206-7', 'Fecha Inicio': '2024-08-05', 'Fecha Fin': '2024-11-30', 'Edificio': '.centro cívico'}]",61,57,4
CBCC-1177,"COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 1 DE 8 SEMANAS)",6,33746,01,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1600-1750', 'Fecha Inicio': '.ML_606', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Mario Laserna (ML)'}]",50,44,6
CBCC-1177,"COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",6,33526,02,2,202420,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': '1200-1350', 'Salón': '.RGD_201', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.centro cívico'}, {'Día': 'V', 'Hora': '1200-1350', 'Salón': '.C_105', 'Fecha Inicio': '2024-10-07', 'Fecha Fin': '2024-11-30', 'Edificio': '.Bloque C'}]",50,44,6
CBCC-1177,"COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 1 DE 8 SEMANAS)",4,55347,03,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1200-1350', 'Fecha Inicio': '.O_302', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Henry Yerly (O)'}]",50,46,4
CBCC-1177,"COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 1 DE 8 SEMANAS)",8,33695,04,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'V', 'Salón': '1200-1350', 'Fecha Inicio': '.ML_603', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Mario Laserna (ML)'}]",50,42,8
CBCC-1177,"COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 1 DE 8 SEMANAS)",Sin cupo,48554,05,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'L', 'Hora': 'I', 'Salón': '0700-0850', 'Fecha Inicio': '.C_209', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Bloque C'}]",50,50,0
CBCC-1177,"COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 1 DE 8 SEMANAS)",12,33698,06,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1600-1750', 'Fecha Inicio': '.O_403', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. Henry Yerly (O)'}]",50,38,12
CBCC-1177,"COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 1 DE 8 SEMANAS)",2,33700,07,2,202420,PRIMER CICLO - 8 SEMANAS,VIRTUAL,"[{'Día': 'M', 'Hora': 'J', 'Salón': '1800-1950', 'Fecha Inicio': '.VIRT', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .VIRTUAL'}]",60,58,2
CBCC-1177,"COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 1 DE 8 SEMANAS)",10,33702,08,2,202420,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,"[{'Día': 'I', 'Hora': 'V', 'Salón': '1200-1350', 'Fecha Inicio': '.SD_801', 'Fecha Fin': '2024-08-05', 'Edificio': '2024-09-28 .Edif. J.M.Santodomingo (SD)'}]",50,40,10
