Curso,Cupo,NRC,Sección,Créditos,Periodo,Parte de Periodo,Instructor Principal,Lugar,Ofrecidos,Inscritos,Disponibles,Días,Horas,Salón,Fecha inicio,Fecha fin,Edificio
ARTE-1243 OBJETOS ACTIVOS (CICLO 2 DE 8 SEMANAS),5,75663,3,2,202510,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,10,5,J,0900-1250,.TX_303,2025-03-25,2025-05-24,.Bloque TX
ARTE-1244 CINE - COLOMBIANO,7,70694,1,2,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,23,7,J,1400-1650,.RGD_310,2025-01-21,2025-05-24,.centro cívico
ARTE-1505 TALLER PRÁCTICAS DE LO PÚBLICO,Sin cupo,52943,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,10,15,-5,M,1400-1550,.S1_302,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ARTE-1505 TALLER PRÁCTICAS DE LO PÚBLICO,Sin cupo,52943,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,10,15,-5,V,0800-1150,.S1_302,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ARTE-1604 TALLER TÉCNICO: MADERA (CICLO 1 DE 8 SEMANAS),1,75664,1,2,202510,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,14,1,V,0900-1250,.S2_302,2025-01-21,2025-03-15,.BLOQUE S2 - TALLERES DISEÑO
ARTE-1608 TALLER TÉCNICO: FABRICACIÓN DIGITAL (CICLO 2 DE 8 SEMANAS),Sin cupo,68386,1,2,202510,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,15,0,J,1400-1750,.TX_603,2025-03-25,2025-05-24,.Bloque TX
ARTE-1609 TALLER TÉCNICO:TÉCNICAS DE TEATRO EN CÁRCELES Y CENTROS DE RECLUSIÓN,Sin cupo,73707,1,2,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,16,-1,M,0900-1050,.TX_104,2025-01-21,2025-05-24,.Bloque TX
ARTE-2140 DIBUJO - CUERPO,Sin cupo,52945,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,16,-1,M,1400-1750,.TX_501,2025-01-21,2025-05-24,.Bloque TX
ARTE-2142 DIBUJO - OBJETO,Sin cupo,52947,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,15,0,J,0900-1250,.TX_501,2025-01-21,2025-05-24,.Bloque TX
ARTE-2143 PINTURA - CUERPO,Sin cupo,64250,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,16,-1,M,0900-1250,.S1_304,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ARTE-2144 PINTURA - ESPACIO,Sin cupo,73708,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,16,-1,V,0900-1250,.S1_304,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ARTE-2146 ESCULTURA - CUERPO,6,73709,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,9,6,M,1400-1750,.S2_302,2025-01-21,2025-05-24,.BLOQUE S2 - TALLERES DISEÑO
ARTE-2149 FOTOGRAFÍA Y TÉCNICAS,5,58153,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,10,5,M,0900-1250,.TX_402,2025-01-21,2025-05-24,.Bloque TX
ARTE-2149 FOTOGRAFÍA Y TÉCNICAS,Sin cupo,55098,2,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,16,-1,I,1400-1750,.TX_402,2025-01-21,2025-05-24,.Bloque TX
ARTE-2150 FOTOGRAFÍA PROCESOS Y PRÁCTICA,1,67088,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,14,1,L,1400-1750,.TX_402,2025-01-21,2025-05-24,.Bloque TX
ARTE-2152 GRABADO - METAL,5,73712,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,10,5,I,0900-1250,.TX_404,2025-01-21,2025-05-24,.Bloque TX
ARTE-2153 SERIGRAFÍA - ESTÉNCIL,1,52958,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,14,1,M,1400-1750,.TX_404,2025-01-21,2025-05-24,.Bloque TX
ARTE-2155 GRABADO - RELIEVE,Sin cupo,73713,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,16,-1,J,0900-1250,.TX_404,2025-01-21,2025-05-24,.Bloque TX
ARTE-2157 DIBUJO - EXPERIMENTAL,2,56935,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,13,2,I,0900-1250,.TX_501,2025-01-21,2025-05-24,.Bloque TX
ARTE-2161 PINTURA - EXPERIMENTAL,Sin cupo,62593,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,17,-2,L,0900-1250,.S1_304,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ARTE-2163 FOTOGRAFÍA Y TÉCNICAS II: ILUMINACIÓN,Sin cupo,70701,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,15,0,V,1400-1750,.TX_402,2025-01-21,2025-05-24,.Bloque TX
"ARTE-2221 REALIDAD, FICCION Y ESPACIO IN",Sin cupo,73714,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,15,0,V,0900-1250,.TX_504,2025-01-21,2025-05-24,.Bloque TX
ARTE-2222 ANIMACIÓN 2D,Sin cupo,55803,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,18,-3,I,0900-1250,.TX_504,2025-01-21,2025-05-24,.Bloque TX
"ARTE-2228 ESCENA, CÁMARA, ILUMINACIÓN",Sin cupo,73715,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,15,0,L,1400-1750,.TX_104,2025-01-21,2025-05-24,.Bloque TX
ARTE-2229 ARTE Y PENSAMIENTO CIENTIFICO,2,73716,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,13,2,I,1400-1750,.TX_303,2025-01-21,2025-05-24,.Bloque TX
ARTE-2231 ESCENA INTERMEDIAL,6,73717,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,9,6,M,1400-1750,.TX_104,2025-01-21,2025-05-24,.Bloque TX
ARTE-2245 ARTE GENERATIVO,9,73720,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,6,9,J,0900-1250,.TX_504,2025-01-21,2025-05-24,.Bloque TX
ARTE-2247 ANIMACIÓN EXPANDIDA,Sin cupo,73721,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,15,0,J,1400-1750,.TX_504,2025-01-21,2025-05-24,.Bloque TX
ARTE-2249 STORYBOARD Y RELATO AUDIOVISUAL,Sin cupo,73722,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,16,-1,L,1600-1750,.TX_504,2025-01-21,2025-05-24,.Bloque TX
ARTE-2249 STORYBOARD Y RELATO AUDIOVISUAL,Sin cupo,73722,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,16,-1,I,1600-1750,.TX_504,2025-01-21,2025-05-24,.Bloque TX
ARTE-2510 MATERIALES Y TÉCNICAS ARTISTICAS,Sin cupo,70712,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,17,-2,I,1400-1750,.S1_302,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
"ARTE-2515 INFANCIA, ARTE Y EDUCACIÓN",6,73723,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,9,6,M,0900-1250,.TX_501,2025-01-21,2025-05-24,.Bloque TX
ARTE-2516 TALLER DE ESCRITURA EXPERIMENT,1,73724,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,14,1,M,1400-1750,.C_210,2025-01-21,2025-05-24,.Bloque C
ARTE-2518 ARTE Y CÁRCELES,9,73725,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,6,9,J,0730-1350,.S1_205,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ARTE-2525 TEJIDOS ANDINOS TÉCNICAS Y PENSAMIENTO,6,75683,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,9,6,I,0900-1250,.S1_302,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ARTE-2528 TALLER GESTIÓN DE COLECCIONES,Sin cupo,75851,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,17,-2,L,1000-1150,.TX_505,2025-01-21,2025-05-24,.Bloque TX
ARTE-2528 TALLER GESTIÓN DE COLECCIONES,Sin cupo,75851,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,17,-2,J,1000-1150,.TX_505,2025-01-21,2025-05-24,.Bloque TX
ARTE-2540 TALLER DE COMIC: DEL DIBUJO A LA NOVELA GRÁFICA,Sin cupo,73726,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,17,-2,J,1400-1750,.S1_302,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ARTE-3130 TALLER AVANZADO DE ARTES PLÁSTICAS,8,62604,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,7,8,L,1400-1750,.S1_302,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ARTE-3603 PROYECTO NUEVO PENSUM,2,48942,2,6,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,3,1,2,,,,,,
ARTE-3603 PROYECTO NUEVO PENSUM,1,48944,4,6,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,2,1,1,,,,,,
ARTE-3603 PROYECTO NUEVO PENSUM,3,63844,5,6,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,4,1,3,,,,,,
ARTE-3605 TALLER INTERÁREAS,Sin cupo,56964,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,15,0,L,1400-1750,.S1_304,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ARTE-3605 TALLER INTERÁREAS,1,70342,2,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,14,1,J,1400-1750,.S1_304,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ARTE-3607 ANTEPROYECTO,Sin cupo,73157,10,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,2,2,0,,,,,,
ARTE-3607 ANTEPROYECTO,1,75676,2,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,2,1,1,,,,,,
ARTE-3607 ANTEPROYECTO,Sin cupo,73150,3,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,4,5,-1,,,,,,
ARTE-3607 ANTEPROYECTO,Sin cupo,73151,4,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,0,5,-5,L,1000-1250,.NOREQ,2025-01-21,2025-05-24,.No Requiere
ARTE-3607 ANTEPROYECTO,Sin cupo,73152,5,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,0,1,-1,L,1400-1650,.NOREQ,2025-01-21,2025-05-24,.No Requiere
ARTE-3607 ANTEPROYECTO,Sin cupo,73154,7,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,0,1,-1,L,0800-0950,.NOREQ,2025-01-21,2025-05-24,.No Requiere
ARTE-3607 ANTEPROYECTO,1,73155,8,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,4,3,1,V,1000-1250,.NOREQ,2025-01-21,2025-05-24,.No Requiere
ARTE-3607 ANTEPROYECTO,Sin cupo,73156,9,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,0,1,-1,I,1400-1650,.S1_205,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
"ARTE-3608 HISTORIAS, TEORÍAS, ESCRITURA",Sin cupo,65527,1,2,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,25,-5,I,0700-0850,.TX_505,2025-01-21,2025-05-24,.Bloque TX
ARTE-3609 PROYECTO FINAL,Sin cupo,63848,1,8,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,0,4,-4,,,,,,
ARTE-3609 PROYECTO FINAL,Sin cupo,66971,2,8,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,0,1,-1,,,,,,
ARTE-3609 PROYECTO FINAL,Sin cupo,63850,3,8,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,0,2,-2,,,,,,
ARTE-3609 PROYECTO FINAL,Sin cupo,69518,5,8,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,0,1,-1,L,0800-0950,.NOREQ,2025-01-21,2025-05-24,.No Requiere
ARTE-3609 PROYECTO FINAL,Sin cupo,69519,6,8,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,0,2,-2,I,1400-1750,.S1_205,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ARTE-3609 PROYECTO FINAL,Sin cupo,69520,7,8,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,0,4,-4,L,1400-1650,.NOREQ,2025-01-21,2025-05-24,.No Requiere
ARTE-3609 PROYECTO FINAL,Sin cupo,75793,8,8,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,0,1,-1,,,,,,
ARTE-3609 PROYECTO FINAL,3,75795,9,8,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,4,1,3,L,1000-1250,.S1_205,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ARTE-3612 CRÉDITOS POR INVESTIGACIÓN,Sin cupo,73595,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,0,2,-2,,,,,,
ARTE-3994 PRACTICA ACADEMICA OBLIGATORIA,Sin cupo,30993,1,3,202510,16 SEMANAS,NO DEFINIDO,NO DEFINIDO,0,8,-8,,,,,,
ARTE-3995 PRACTICA DE GRADO PROYECTOS,Sin cupo,30994,1,6,202510,16 SEMANAS,NO DEFINIDO,NO DEFINIDO,0,6,-6,,,,,,
ARTI-4102 COMUNICACION EFECTIVA PARA ARQUITECTOS,17,73731,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,13,17,S,0800-1050,.RGD_311,2025-01-21,2025-05-24,.centro cívico
ARTI-4103 ARQUITECTURA DE NEGOCIO & ESTRATEGIA DE TI,4,12663,1,4,202510,16 SEMANAS,VIRTUAL,VIRTUAL,30,26,4,I,1800-2050,.VIRT,2025-01-21,2025-05-24,.VIRTUAL
ARTI-4106 ARQUITECTURA EMPRESARIAL,8,72089,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,22,8,L,1800-2050,.LL_201,2025-01-21,2025-05-24,.Edif. Alberto Lleras (LL)
ARTI-4106 ARQUITECTURA EMPRESARIAL,8,72089,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,22,8,S,0700-0950,.RGD_211,2025-03-29,2025-03-29,.centro cívico
ARTI-4109 ARQUITECTURA DE SOFTWARE,3,56436,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,27,3,M,1800-2050,.ML_615,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ARTI-4109 ARQUITECTURA DE SOFTWARE (BC),Sin cupo,76088,2,4,202510,16 SEMANAS,VIRTUAL,VIRTUAL,30,30,0,M,1500-1750,.VIRT,2025-01-21,2025-05-24,.VIRTUAL
ARTI-4201 ARQUITECTURA DE SOLUCION,2,73371,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,33,31,2,L,1800-2050,.W_204,2025-01-21,2025-05-24,.Edif. Carlos Pacheco Devia(W)
ARTI-4201 ARQUITECTURA DE SOLUCION,2,73371,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,33,31,2,S,0700-0950,.ML_511,2025-03-29,2025-03-29,.Edif. Mario Laserna (ML)
ARTI-4201 ARQUITECTURA DE SOLUCIÓN (BC),Sin cupo,76067,2,4,202510,16 SEMANAS,VIRTUAL,VIRTUAL,25,25,0,L,1500-1750,.VIRT,2025-01-21,2025-05-24,.VIRTUAL
ARTI-4201 ARQUITECTURA DE SOLUCIÓN (BC),Sin cupo,76068,3,4,202510,16 SEMANAS,VIRTUAL,VIRTUAL,25,25,0,L,1500-1750,.VIRT,2025-01-21,2025-05-24,.VIRTUAL
ARTI-4202 ARQUITECTURA INFORMACIÓN,4,72098,1,4,202510,16 SEMANAS,VIRTUAL,VIRTUAL,30,26,4,I,1800-2050,.VIRT,2025-01-21,2025-05-24,.VIRTUAL
ARTI-4204 ARQUITECTURA DE SEGURIDAD,10,73372,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,20,10,M,1800-2050,.W_204,2025-01-21,2025-05-24,.Edif. Carlos Pacheco Devia(W)
ARTI-4207 ARCHITECTING FOR THE CLOUD,7,52986,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,23,7,M,1800-2050,.RGD_203,2025-01-21,2025-05-24,.centro cívico
ARTI-4210 TRANSFORMACIÓN DIGITAL,15,70721,1,4,202510,16 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,30,15,15,J,1800-2050,.LL_101,2025-01-21,2025-05-24,.Edif. Alberto Lleras (LL)
ARTI-4210 TRANSFORMACIÓN DIGITAL,15,70721,1,4,202510,16 SEMANAS,PPAL-PRESENCIAL/VIRTUAL,PPAL-PRESENCIAL/VIRTUAL,30,15,15,V,1800-2050,.VIRT,2025-05-02,2025-05-02,.VIRTUAL
ARTI-4213 ARCHITECTING DIGITAL ENTERPRISES,15,33057,1,4,202510,16 SEMANAS,VIRTUAL,VIRTUAL,30,15,15,S,0700-0950,.VIRT,2025-01-21,2025-05-24,.VIRTUAL
ARTI-4301 PROYECTO FINAL,36,13582,1,4,202510,16 SEMANAS,VIRTUAL,VIRTUAL,50,14,36,J,1800-2050,.VIRT,2025-01-21,2025-05-24,.VIRTUAL
BCOM-4002 FUNDAM.PROG. CIENCIAS BIOLOGIC,7,73735,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,33,26,7,I,0700-0850,.Q_405,2025-01-21,2025-05-24,.Bloque Q
BCOM-4002 FUNDAM.PROG. CIENCIAS BIOLOGIC,7,73735,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,33,26,7,V,0700-0850,.S1_202,2025-01-21,2025-03-15,.Edif. Enrique Cavelier(S1)
BCOM-4002 FUNDAM.PROG. CIENCIAS BIOLOGIC,7,73735,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,33,26,7,V,0700-0850,.B_203,2025-03-24,2025-05-24,.Bloque B
BCOM-4005 TUTORIAL ESPECIAL BIOLOGÍA COMPUTACIONAL,3,73736,1,1,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,5,2,3,,,,,,
BCOM-4104 ESTADISTICA EN BIOLOGIA COMPUTACIONAL,23,73737,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,7,23,M,1600-1750,.O_205,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
BCOM-4104 ESTADISTICA EN BIOLOGIA COMPUTACIONAL,23,73737,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,7,23,J,1600-1750,.O_205,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
BCOM-4106 HERRAMIENTAS COMPUTACIONALES PARA INGENIERÍA METABÓLICA,14,73738,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,16,14,L,1200-1350,.AU_201,2025-01-21,2025-05-24,.Edif. Aulas
BCOM-4106 HERRAMIENTAS COMPUTACIONALES PARA INGENIERÍA METABÓLICA,14,73738,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,16,14,I,1200-1350,.AU_201,2025-01-21,2025-05-24,.Edif. Aulas
BCOM-4980 PROYECTO DE PROFUNDIZACIÓN,7,65805,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,10,3,7,,,,,,
BCOM-4991 TESIS 8 CR,7,70731,1,8,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,10,3,7,,,,,,
BCOM-4992 TESIS 2 - 4 CR,9,73740,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,10,1,9,,,,,,
BCOM-4993 TESIS 2 - 8 CR,9,70732,1,8,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,10,1,9,,,,,,
BIOE-4103 PROYECTO DE GRADO I,2,73383,1,2,202510,16 SEMANAS,VIRTUAL,VIRTUAL,7,5,2,,,,,,
BIOE-4201 EPIDEMIAS (CICLO 1 DE 8 SEMANAS),Sin cupo,73741,1,4,202510,PRIMER CICLO - 8 SEMANAS,VIRTUAL,VIRTUAL,20,22,-2,M,1730-2020,.VIRT,2025-01-21,2025-03-15,.VIRTUAL
BIOE-4201 EPIDEMIAS (CICLO 1 DE 8 SEMANAS),Sin cupo,73741,1,4,202510,PRIMER CICLO - 8 SEMANAS,VIRTUAL,VIRTUAL,20,22,-2,J,1730-2020,.VIRT,2025-01-21,2025-03-15,.VIRTUAL
BIOE-4202 SUSTANCIAS PSICOACTIVAS (CICLO 2 DE 8 SEMANAS),Sin cupo,73742,1,4,202510,SEGUNDO CICLO - 8 SEMANAS,VIRTUAL,VIRTUAL,20,21,-1,L,1730-2020,.VIRT,2025-03-25,2025-05-24,.VIRTUAL
BIOE-4202 SUSTANCIAS PSICOACTIVAS (CICLO 2 DE 8 SEMANAS),Sin cupo,73742,1,4,202510,SEGUNDO CICLO - 8 SEMANAS,VIRTUAL,VIRTUAL,20,21,-1,I,1730-2020,.VIRT,2025-03-25,2025-05-24,.VIRTUAL
BIOE-4203 PROYECTO DE GRADO II,10,73743,1,4,202510,16 SEMANAS,VIRTUAL,VIRTUAL,15,5,10,,,,,,
BIOL-1300 BIOLOGIA DE ORGANISMOS,4,13204,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,62,58,4,L,0930-1050,.O_202,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
BIOL-1300 BIOLOGIA DE ORGANISMOS,4,13204,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,62,58,4,I,0930-1050,.O_202,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
BIOL-1300 BIOLOGIA DE ORGANISMOS,3,65850,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,60,57,3,M,1230-1350,.O_205,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
BIOL-1300 BIOLOGIA DE ORGANISMOS,3,65850,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,60,57,3,I,1230-1350,.SD_703,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
BIOL-1300 BIOLOGIA DE ORGANISMOS,3,19081,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,63,60,3,I,1100-1220,.SD_802,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
BIOL-1300 BIOLOGIA DE ORGANISMOS,3,19081,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,63,60,3,V,1100-1220,.ML_615,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
BIOL-1300 BIOLOGIA DE ORGANISMOS,8,58406,4,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,60,52,8,M,0800-0920,.R_111,2025-01-21,2025-05-24,.Edif. Richard (R)
BIOL-1300 BIOLOGIA DE ORGANISMOS,8,58406,4,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,60,52,8,V,0800-0920,.R_111,2025-01-21,2025-05-24,.Edif. Richard (R)
BIOL-1303 MONOGRAFIA ESTUD. AMBIENTALES,8,30441,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,10,2,8,S,0930-1120,.NOREQ,2025-01-21,2025-05-24,.No Requiere
BIOL-1327 ECOLOGÍA: PRINCIPIOS Y APLICACIONES,2,66713,A,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,60,58,2,L,1230-1350,.RGD_110-11,2025-01-21,2025-05-24,.centro cívico
BIOL-1327 ECOLOGÍA: PRINCIPIOS Y APLICACIONES,2,66713,A,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,60,58,2,J,1230-1350,.RGD_110-11,2025-01-21,2025-05-24,.centro cívico
BIOL-1327 ECOLOGÍA: PRINCIPIOS Y APLICACIONES,24,11367,B,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,60,36,24,M,1000-1120,.RGD_206-7,2025-01-21,2025-05-24,.centro cívico
BIOL-1327 ECOLOGÍA: PRINCIPIOS Y APLICACIONES,24,11367,B,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,60,36,24,J,1000-1120,.RGD_206-7,2025-01-21,2025-05-24,.centro cívico
BIOL-1327 ECOLOGÍA: PRINCIPIOS Y APLICACIONES,23,13694,C,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,60,37,23,I,1400-1520,.R_113,2025-01-21,2025-05-24,.Edif. Richard (R)
BIOL-1327 ECOLOGÍA: PRINCIPIOS Y APLICACIONES,23,13694,C,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,60,37,23,V,1400-1520,.R_113,2025-01-21,2025-05-24,.Edif. Richard (R)
