Curso,NRC,Periodo,Edificio,Salón,Días,Horas,Inscritos
DERE-2601 DERECHO INTERNACIONAL,12076,202510,.centro cívico,.RGD_212-13,I,1230-1350,48
DERE-2601 DERECHO INTERNACIONAL,12076,202510,.centro cívico,.RGD_112-13,V,1230-1350,48
DERE-2601 DERECHO INTERNACIONAL,55707,202510,.Edif. Mario Laserna (ML),.ML_512,I,0630-0750,19
DERE-2601 DERECHO INTERNACIONAL,55707,202510,.Edif. Mario Laserna (ML),.ML_512,V,0630-0750,19
DERE-2602 DERECHO COMPARADO,18480,202510,.centro cívico,.RGD_001,M,1700-1820,25
DERE-2602 DERECHO COMPARADO,18480,202510,.centro cívico,.RGD_001,J,1700-1820,25
DERE-2602 DERECHO COMPARADO,10083,202510,.Bloque B,.B_201,M,0800-0920,43
DERE-2602 DERECHO COMPARADO,10083,202510,.Bloque B,.B_201,J,0800-0920,43
DERE-2602 DERECHO COMPARADO,69234,202510,.Edif. Henry Yerly (O),.O_303,L,1400-1520,49
DERE-2602 DERECHO COMPARADO,69234,202510,.Edif. Henry Yerly (O),.O_303,I,1400-1520,49
DERE-3101 HERMENEUTICA JURIDICA,75304,202510,.Edif. Alberto Lleras (LL),.LL_103,L,1530-1650,8
DERE-3101 HERMENEUTICA JURIDICA,75304,202510,.Edif. Alberto Lleras (LL),.LL_103,I,1530-1650,8
DERE-3110 TALLER DE ARTE Y CÁRCELES,63504,202510,.Edif. Mario Laserna (ML),.ML_114,J,0730-1320,4
DERE-3201 SOCIEDADES,10025,202510,.Edif. Carlos Pacheco Devia(W),.W_401,M,0800-0920,37
DERE-3201 SOCIEDADES,10025,202510,.Edif. Carlos Pacheco Devia(W),.W_401,J,0800-0920,37
DERE-3201 SOCIEDADES,11556,202510,.Edif. Carlos Pacheco Devia(W),.W_401,L,0800-0920,19
DERE-3201 SOCIEDADES,11556,202510,.Edif. Carlos Pacheco Devia(W),.W_401,I,0800-0920,19
DERE-3201 SOCIEDADES,13211,202510,.Edif. Aulas,.AU_102,M,1100-1220,40
DERE-3201 SOCIEDADES,13211,202510,.Edif. Aulas,.AU_102,J,1100-1220,40
DERE-3201 SOCIEDADES,64170,202510,.Edif. Carlos Pacheco Devia(W),.W_401,M,0930-1050,41
DERE-3201 SOCIEDADES,64170,202510,.Edif. Carlos Pacheco Devia(W),.W_401,J,0930-1050,41
DERE-3201 SOCIEDADES,72200,202510,.Edif. Carlos Pacheco Devia(W),.W_401,L,0630-0750,13
DERE-3201 SOCIEDADES,72200,202510,.Edif. Carlos Pacheco Devia(W),.W_401,I,0630-0750,13
DERE-3202 TITULOS VALORES,13568,202510,.Bloque C,.C_209,L,1100-1220,45
DERE-3202 TITULOS VALORES,13568,202510,.Bloque C,.C_209,I,1100-1220,45
DERE-3202 TITULOS VALORES,10093,202510,.Bloque C,.C_105,L,0930-1050,46
DERE-3202 TITULOS VALORES,10093,202510,.Bloque C,.C_105,I,0930-1050,46
DERE-3202 TITULOS VALORES,14128,202510,.Edif. Mario Laserna (ML),.ML_614,I,0630-0750,13
DERE-3202 TITULOS VALORES,14128,202510,.Edif. Mario Laserna (ML),.ML_614,V,0630-0750,13
DERE-3202 TITULOS VALORES,69242,202510,.centro cívico,.RGD_004,L,0630-0750,37
DERE-3202 TITULOS VALORES,69242,202510,.centro cívico,.RGD_004,I,0630-0750,37
"DERE-3204 PROCESOS EJECUTIVOS, DECLARATIVOS Y ARBITRAL",10094,202510,.Edif. Enrique Cavelier(S1),.S1_003,L,0800-0920,45
"DERE-3204 PROCESOS EJECUTIVOS, DECLARATIVOS Y ARBITRAL",10094,202510,.Edif. Enrique Cavelier(S1),.S1_003,J,0800-0920,45
"DERE-3204 PROCESOS EJECUTIVOS, DECLARATIVOS Y ARBITRAL",10094,202510,.Edif. Mario Laserna (ML),.ML_512,L,0800-0920,45
"DERE-3204 PROCESOS EJECUTIVOS, DECLARATIVOS Y ARBITRAL",10209,202510,.Bloque Q,.Q_306,L,1100-1220,45
"DERE-3204 PROCESOS EJECUTIVOS, DECLARATIVOS Y ARBITRAL",10209,202510,.Bloque Q,.Q_306,I,1100-1220,45
"DERE-3204 PROCESOS EJECUTIVOS, DECLARATIVOS Y ARBITRAL",13212,202510,.Edif. Aulas,.AU_107,M,1700-1820,23
"DERE-3204 PROCESOS EJECUTIVOS, DECLARATIVOS Y ARBITRAL",13212,202510,.Edif. Aulas,.AU_107,J,1700-1820,23
"DERE-3204 PROCESOS EJECUTIVOS, DECLARATIVOS Y ARBITRAL",64142,202510,.BLOQUE RGC,.RGC_218,M,1230-1350,25
"DERE-3204 PROCESOS EJECUTIVOS, DECLARATIVOS Y ARBITRAL",64142,202510,.Edif. Henry Yerly (O),.O_203,V,1230-1350,25
DERE-3207 DERECHO DE LA COMPETENCIA,10810,202510,.Edif. Alberto Lleras (LL),.LL_102,L,0800-0920,30
DERE-3207 DERECHO DE LA COMPETENCIA,10810,202510,.Edif. Alberto Lleras (LL),.LL_102,I,0800-0920,30
DERE-3208 SEGUROS,75309,202510,.centro cívico,.RGD_211,I,0930-1050,26
DERE-3208 SEGUROS,75309,202510,.centro cívico,.RGD_211,V,0930-1050,26
DERE-3210 DERECHOS DE AUTOR (3 CREDITOS),49058,202510,.Edif. Henry Yerly (O),.O_201,M,0800-0920,35
DERE-3210 DERECHOS DE AUTOR (3 CREDITOS),49058,202510,.Edif. Henry Yerly (O),.O_201,V,0800-0920,35
DERE-3211 PROPIEDAD INDUSTRIAL,10552,202510,.centro cívico,.RGD_306-7,L,1400-1520,39
DERE-3211 PROPIEDAD INDUSTRIAL,10552,202510,.Edif. Henry Yerly (O),.O_402,I,1400-1520,39
DERE-3227 DERECHO E INDUSTRIA CULTURAL,54838,202510,.Edif. J.M.Santodomingo (SD),.SD_203-4,L,1100-1220,33
DERE-3227 DERECHO E INDUSTRIA CULTURAL,54838,202510,.Edif. Carlos Pacheco Devia(W),.W_401,I,1100-1220,33
DERE-3236 DERECHO INTERNACIONAL PRIVADO,75308,202510,.centro cívico,.RGD_310,L,0800-0920,22
DERE-3236 DERECHO INTERNACIONAL PRIVADO,75308,202510,.centro cívico,.RGD_310,I,0800-0920,22
DERE-3242 CONTRATOS INTERNACIONALES,72223,202510,.centro cívico,.RGD_001,J,0630-0920,25
DERE-3273 FINANZAS PARA ABOGADOS,24001,202510,.Edif. Alberto Lleras (LL),.LL_302,M,0800-0920,27
DERE-3273 FINANZAS PARA ABOGADOS,24001,202510,.Edif. Alberto Lleras (LL),.LL_302,J,0800-0920,27
DERE-3283 CONFLICTOS SOCIETARIOS,75274,202510,.Edif. Henry Yerly (O),.O_201,L,0800-0920,23
DERE-3283 CONFLICTOS SOCIETARIOS,75274,202510,.Edif. Henry Yerly (O),.O_201,I,0800-0920,23
DERE-3285 FUNDAMENTOS DE DERECHO FINANCIERO Y DEL MERCADO DE VALORES,75294,202510,.Edif. Alberto Lleras (LL),.LL_107,L,0800-0920,16
DERE-3285 FUNDAMENTOS DE DERECHO FINANCIERO Y DEL MERCADO DE VALORES,75294,202510,.Edif. Alberto Lleras (LL),.LL_107,I,0800-0920,16
DERE-3288 NEGOCIACIÓN DE TRANSACCIONES CORPORATIVAS Y FINANCIERAS,63113,202510,.Edif. Alberto Lleras (LL),.LL_302,L,0800-0920,28
DERE-3288 NEGOCIACIÓN DE TRANSACCIONES CORPORATIVAS Y FINANCIERAS,63113,202510,.Edif. Alberto Lleras (LL),.LL_302,I,0800-0920,28
DERE-3301 RESPONSABILIDAD DEL ESTADO,55907,202510,.centro cívico,.RGD_311,L,1230-1350,28
DERE-3301 RESPONSABILIDAD DEL ESTADO,55907,202510,.Edif. Mario Laserna (ML),.ML_512,I,1230-1350,28
DERE-3302 ACCIONES PUBLICAS,10051,202510,.Edif. Mario Laserna (ML),.ML_604,M,1100-1220,52
DERE-3302 ACCIONES PUBLICAS,10051,202510,.Bloque B,.B_203,J,1100-1220,52
DERE-3302 ACCIONES PUBLICAS,10565,202510,.Edif. J.M.Santodomingo (SD),.SD_703,L,0630-0750,36
DERE-3302 ACCIONES PUBLICAS,10565,202510,.Edif. J.M.Santodomingo (SD),.SD_703,J,0630-0750,36
DERE-3302 ACCIONES PUBLICAS,13573,202510,.Bloque B,.B_203,M,0930-1050,50
DERE-3302 ACCIONES PUBLICAS,13573,202510,.Bloque B,.B_203,J,0930-1050,50
DERE-3303 CONTRATOS ESTATALES,69484,202510,.Edif. J.M.Santodomingo (SD),.SD_203-4,I,0630-0750,24
DERE-3303 CONTRATOS ESTATALES,69484,202510,.Edif. J.M.Santodomingo (SD),.SD_203-4,V,0630-0750,24
DERE-3303 CONTRATOS ESTATALES,11557,202510,.Edif. Henry Yerly (O),.O_403,L,1230-1350,30
DERE-3303 CONTRATOS ESTATALES,11557,202510,.Edif. Henry Yerly (O),.O_403,I,1230-1350,30
DERE-3303 CONTRATOS ESTATALES,11557,202510,.centro cívico,.RGD_310,L,1230-1350,30
DERE-3303 CONTRATOS ESTATALES,11557,202510,.Edif. Carlos Pacheco Devia(W),.W_402,I,1230-1350,30
DERE-3303 CONTRATOS ESTATALES,13213,202510,.centro cívico,.RGD_312-13,M,1400-1520,30
DERE-3303 CONTRATOS ESTATALES,13213,202510,.BLOQUE RGC,.RGC_218,V,1400-1520,30
DERE-3303 CONTRATOS ESTATALES,10052,202510,.Edif. Enrique Cavelier(S1),.S1_003,I,0800-0920,32
DERE-3303 CONTRATOS ESTATALES,10052,202510,.Edif. Enrique Cavelier(S1),.S1_003,V,0800-0920,32
DERE-3309 TRIBUTACION,10053,202510,.Edif. Henry Yerly (O),.O_104,I,0800-0920,36
DERE-3309 TRIBUTACION,10053,202510,.Edif. Henry Yerly (O),.O_104,V,0800-0920,36
DERE-3324 DERECHO DEL DEPORTE,69269,202510,.Edif. Henry Yerly (O),.O_201,I,1400-1520,18
DERE-3324 DERECHO DEL DEPORTE,69269,202510,.Edif. J.M.Santodomingo (SD),.SD_301,V,1400-1520,18
DERE-3345 ARBITRAJE Y CONTRATACIÓN ESTATAL,75293,202510,.Edif. J.M.Santodomingo (SD),.SD_302,M,1400-1520,12
DERE-3345 ARBITRAJE Y CONTRATACIÓN ESTATAL,75293,202510,.Edif. J.M.Santodomingo (SD),.SD_302,V,1400-1520,12
DERE-3385 DISEÑO DE SERVICIOS LEGALES,63000,202510,.Edif. Henry Yerly (O),.O_302,V,1100-1350,41
DERE-3389 MEMORIA Y CONSTRUCCIÓN DE PAZ,73915,202510,.Edif. Alberto Lleras (LL),.LL_302,L,1230-1350,24
DERE-3389 MEMORIA Y CONSTRUCCIÓN DE PAZ,73915,202510,.Edif. Alberto Lleras (LL),.LL_302,I,1230-1350,24
DERE-3390 DERECHO AMBIENTAL,62840,202510,.Edif. Aulas,.AU_206,L,1100-1350,10
DERE-3409 CRIMINOLOGIA,51418,202510,.Edif. Aulas,.AU_204,L,0630-0750,19
DERE-3409 CRIMINOLOGIA,51418,202510,.Edif. Aulas,.AU_204,I,0630-0750,19
DERE-3428 PUNIBILIDAD,75298,202510,.centro cívico,.RGD_211,M,1530-1650,32
DERE-3428 PUNIBILIDAD,75298,202510,.centro cívico,.RGD_211,J,1530-1650,32
DERE-3521 LIBERTAD SINDICAL Y EMPRESAS,75297,202510,.Edif. Alberto Lleras (LL),.LL_102,J,0930-1220,16
DERE-3600 GÉNERO Y DERECHO INTERNACIONAL,75302,202510,.Edif. Aulas,.AU_205,I,1100-1220,18
DERE-3600 GÉNERO Y DERECHO INTERNACIONAL,75302,202510,.Edif. Aulas,.AU_205,V,1100-1220,18
DERE-3601 DERECHO INTERNACIONAL 2,63003,202510,.Edif. Aulas,.AU_103-4,J,1700-1950,18
DERE-3601 DERECHO INTERNACIONAL 2,63085,202510,.Bloque B,.B_203,L,0800-0920,44
DERE-3601 DERECHO INTERNACIONAL 2,63085,202510,.Bloque M,.M_100,V,0800-0920,44
DERE-3601 DERECHO INTERNACION 2 (INGLES),63087,202510,.Edif. Henry Yerly (O),.O_402,M,1100-1220,46
DERE-3601 DERECHO INTERNACION 2 (INGLES),63087,202510,.centro cívico,.RGD_112-13,J,1100-1220,46
DERE-3601 DERECHO INTERNACIONAL 2,69250,202510,.Edif. Mario Laserna (ML),.ML_614,M,1400-1650,28
DERE-3608 CONCURSO DERECHOS HUMANOS,73917,202510,.Edif. Mario Laserna (ML),.ML_110,M,0630-0750,2
DERE-3608 CONCURSO DERECHOS HUMANOS,73917,202510,.Edif. Mario Laserna (ML),.ML_110,V,0630-0750,2
DERE-3609 CONCURSO PHILIP JESSUP,73918,202510,.Edif. Mario Laserna (ML),.ML_110,S,0800-1050,1
DERE-3615 CONCURSO J. JACKSON WTO MOOT COURT,73919,202510,.Edif. Mario Laserna (ML),.ML_111,S,0930-1220,3
DERE-3644 DEBATES LEGALES DE SALUD GLOBAL,75306,202510,.Edif. Alberto Lleras (LL),.LL_108,L,1700-1820,16
DERE-3644 DEBATES LEGALES DE SALUD GLOBAL,75306,202510,.Edif. Alberto Lleras (LL),.LL_108,I,1700-1820,16
DERE-3801 CONSULTORIO JURIDICO I,10909,202510,,,,,121
DERE-3802 CONSULTORIO JURIDICO II,10910,202510,,,,,146
DERE-3804 PRACTICA CENTRO DE TRAYECTORIA PROFESIONAL (CTP) 2,63117,202510,,,,,4
DERE-3813 CJ-I PAIS PRIMARIA,69497,202510,.Edif. J.M.Santodomingo (SD),.SD_205-6,I,1400-1650,18
DERE-3835 CJ-PRISIONES Y CÁRCELES,28795,202510,.Edif. Carlos Pacheco Devia(W),.W_101,V,0930-1220,16
DERE-3837 CJ MEDIO AMBIENTE SALUD PUBLICA,20400,202510,.Edif. Aulas,.AU_206,I,1400-1650,8
DERE-3838 JUDICATURA,73920,202510,,,,,2
DERE-3839 CLÍNICA JURÍDICA MIGRANTES,42966,202510,.Edif. Alberto Lleras (LL),.LL_303,I,1400-1650,12
DERE-3840 CONSULTORIO JURÍDICO-EMPRENDIMIENTO,66670,202510,.Edif. J.M.Santodomingo (SD),.SD_402,M,1530-1650,20
DERE-3904 SEMINARIO DE INVESTIGACION DIRIGIDA (TIPO E),33465,202510,.Edif. Alberto Lleras (LL),.LL_301,M,1230-1350,26
DERE-3904 SEMINARIO DE INVESTIGACION DIRIGIDA (TIPO E),33465,202510,.Edif. Alberto Lleras (LL),.LL_301,J,1230-1350,26
DERE-3905 EXAMEN DE FACULTAD,10597,202510,,,,,154
DGGJ-4103 DISCUSIONES CONTEMPORÁNEAS DE DERECHO PROCESAL Y JUDICIAL,73922,202510,.centro cívico,.RGD_310,I,1700-1950,23
DGGJ-4201 SEMINARIO DE INVESTIGACION (I),73923,202510,.centro cívico,.RGD_310,L,1700-1950,9
DGGJ-4202 PROBLEMAS CONTEMPORÁNEOS DE LA ADMINISTRACIÓN DE JUSTICIA,73924,202510,.Edif. Carlos Pacheco Devia(W),.W_204,J,1700-1950,18
DGGJ-4302 TUTORIA TRABAJO DE GRADO,75768,202510,.Bloque C,.C_205,V,1700-1950,7
DGIT-6201 PROYECTO I,73925,202510,.EDIFICIO HERMES,.CH_001,J,0800-1050,10
DGIT-6203 PROYECTO III,73926,202510,.Bloque C,.C_701,J,0900-1050,15
DGIT-6203 PROYECTO III,73926,202510,.Bloque C,.C_701,J,0800-1050,15
DGIT-6301 SEMINARIO DOCTORAL I,73927,202510,.EDIFICIO HERMES,.CH_001,J,1700-1820,11
DGIT-6303 SEMINARIO DOCTORAL III,73928,202510,.Edif. J.M.Santodomingo (SD),.SD_404,J,0930-1050,11
DGIT-6305 SEMINARIO DOCTORAL V,73929,202510,.Bloque C,.C_204,J,1600-1720,13
DGIT-6970 EXAMEN DE PROPUESTA,55915,202510,,,,,1
DGIT-6982 TESIS DOCTORAL 2,73498,202510,,,,,1
DGIT-6982 TESIS DOCTORAL 2,75979,202510,,,,,1
DGIT-6982 TESIS DOCTORAL 2,75619,202510,,,,,1
DGIT-6982 TESIS DOCTORAL 2,75624,202510,,,,,1
DGIT-6982 TESIS DOCTORAL 2,75625,202510,,,,,1
DGIT-6982 TESIS DOCTORAL 2,75626,202510,,,,,1
DGIT-6982 TESIS DOCTORAL 2,75627,202510,,,,,1
DGIT-6982 TESIS DOCTORAL 2,75628,202510,,,,,1
DGIT-6982 TESIS DOCTORAL 2,75629,202510,,,,,1
DGIT-6983 TESIS DOCTORAL 3,70901,202510,,,,,1
DGIT-6984 TESIS DOCTORAL 4,53213,202510,,,,,1
DGIT-6984 TESIS DOCTORAL 4,75645,202510,,,,,1
DGIT-6984 TESIS DOCTORAL 4,75646,202510,,,,,1
DGIT-6984 TESIS DOCTORAL 4,76086,202510,,,,,1
DGIT-6984 TESIS DOCTORAL 4,75635,202510,,,,,1
DGIT-6984 TESIS DOCTORAL 4,75636,202510,,,,,1
DGIT-6984 TESIS DOCTORAL 4,75637,202510,,,,,2
DGIT-6984 TESIS DOCTORAL 4,75638,202510,,,,,1
DGIT-6984 TESIS DOCTORAL 4,75640,202510,,,,,1
DGIT-6984 TESIS DOCTORAL 4,75642,202510,,,,,1
DGIT-6984 TESIS DOCTORAL 4,75643,202510,,,,,2
DGIT-6984 TESIS DOCTORAL 4,75644,202510,,,,,1
DGIT-6985 TESIS DOCTORAL,73342,202510,,,,,1
DGIT-6985 TESIS DOCTORAL,73346,202510,,,,,1
DGIT-6985 TESIS DOCTORAL,75659,202510,,,,,1
DGIT-6985 TESIS DOCTORAL,76083,202510,,,,,2
DGIT-6990 SUSTENTACIÓN DE TESIS,66852,202510,,,,,5
DISO-1011 ESTUDIO BÁSICO UNO: LENGUAJES (CICLO 1 DE 8 SEMANAS),58647,202510,.Bloque C,.C_403-4,I,1400-1550,29
DISO-1011 ESTUDIO BÁSICO UNO: LENGUAJES (CICLO 1 DE 8 SEMANAS),58647,202510,.Bloque C,.C_403-4,V,1400-1550,29
DISO-1011 ESTUDIO BÁSICO UNO: LENGUAJES (CICLO 1 DE 8 SEMANAS),58648,202510,.Bloque C,.C_403-4,I,0900-1050,32
DISO-1011 ESTUDIO BÁSICO UNO: LENGUAJES (CICLO 1 DE 8 SEMANAS),58648,202510,.Bloque C,.C_403-4,V,0900-1050,32
DISO-1011 ESTUDIO BÁSICO UNO: LENGUAJES (CICLO 1 DE 8 SEMANAS),58649,202510,.Edif. Enrique Cavelier(S1),.S1_101,I,1100-1250,26
DISO-1011 ESTUDIO BÁSICO UNO: LENGUAJES (CICLO 1 DE 8 SEMANAS),58649,202510,.Edif. Enrique Cavelier(S1),.S1_101,V,1100-1250,26
DISO-1011 ESTUDIO BÁSICO UNO: LENGUAJES (CICLO 1 DE 8 SEMANAS),58650,202510,.Bloque C,.C_403-4,I,1100-1250,32
DISO-1011 ESTUDIO BÁSICO UNO: LENGUAJES (CICLO 1 DE 8 SEMANAS),58650,202510,.Bloque C,.C_403-4,V,1100-1250,32
DISO-1011 ESTUDIO BÁSICO UNO: LENGUAJES (CICLO 1 DE 8 SEMANAS),58651,202510,.Bloque C,.C_309,I,1400-1550,28
DISO-1011 ESTUDIO BÁSICO UNO: LENGUAJES (CICLO 1 DE 8 SEMANAS),58651,202510,.Bloque C,.C_309,V,1400-1550,28
DISO-1011 ESTUDIO BÁSICO UNO: LENGUAJES (CICLO 1 DE 8 SEMANAS),58882,202510,.Edif. Enrique Cavelier(S1),.S1_101,I,0700-0850,30
DISO-1011 ESTUDIO BÁSICO UNO: LENGUAJES (CICLO 1 DE 8 SEMANAS),58882,202510,.Edif. Enrique Cavelier(S1),.S1_101,V,0700-0850,30
DISO-1012 ESTUDIO BÁSICO UNO: PAISAJES (CICLO 1 DE 8 SEMANAS),58652,202510,.Edif. Enrique Cavelier(S1),.S1_101,M,0900-1050,33
DISO-1012 ESTUDIO BÁSICO UNO: PAISAJES (CICLO 1 DE 8 SEMANAS),58652,202510,.Edif. Enrique Cavelier(S1),.S1_101,J,0900-1050,33
DISO-1012 ESTUDIO BÁSICO UNO: PAISAJES (CICLO 1 DE 8 SEMANAS),58653,202510,.Bloque C,.C_308,M,0900-1050,35
DISO-1012 ESTUDIO BÁSICO UNO: PAISAJES (CICLO 1 DE 8 SEMANAS),58653,202510,.Bloque C,.C_308,J,0900-1050,35
DISO-1012 ESTUDIO BÁSICO UNO: PAISAJES (CICLO 1 DE 8 SEMANAS),58654,202510,.Bloque C,.C_308,M,1600-1750,17
DISO-1012 ESTUDIO BÁSICO UNO: PAISAJES (CICLO 1 DE 8 SEMANAS),58654,202510,.Bloque C,.C_308,J,1600-1750,17
DISO-1012 ESTUDIO BÁSICO UNO: PAISAJES (CICLO 1 DE 8 SEMANAS),58655,202510,.Bloque C,.C_308,M,1400-1550,28
DISO-1012 ESTUDIO BÁSICO UNO: PAISAJES (CICLO 1 DE 8 SEMANAS),58655,202510,.Bloque C,.C_308,J,1400-1550,28
DISO-1012 ESTUDIO BÁSICO UNO: PAISAJES (CICLO 1 DE 8 SEMANAS),58883,202510,.Bloque C,.C_403-4,M,1100-1250,32
DISO-1012 ESTUDIO BÁSICO UNO: PAISAJES (CICLO 1 DE 8 SEMANAS),58883,202510,.Bloque C,.C_403-4,J,1100-1250,32
DISO-1013 ESTUDIO BÁSICO UNO: REDES (CICLO 1 DE 8 SEMANAS),58656,202510,.Edif. Enrique Cavelier(S1),.S1_101,I,1400-1550,30
DISO-1013 ESTUDIO BÁSICO UNO: REDES (CICLO 1 DE 8 SEMANAS),58656,202510,.Edif. Enrique Cavelier(S1),.S1_101,V,1400-1550,30
DISO-1013 ESTUDIO BÁSICO UNO: REDES (CICLO 1 DE 8 SEMANAS),58657,202510,.Bloque C,.C_308,I,1100-1250,34
DISO-1013 ESTUDIO BÁSICO UNO: REDES (CICLO 1 DE 8 SEMANAS),58657,202510,.Bloque C,.C_308,V,1100-1250,34
DISO-1013 ESTUDIO BÁSICO UNO: REDES (CICLO 1 DE 8 SEMANAS),58658,202510,.Edif. Enrique Cavelier(S1),.S1_101,I,0900-1050,35
DISO-1013 ESTUDIO BÁSICO UNO: REDES (CICLO 1 DE 8 SEMANAS),58658,202510,.Edif. Enrique Cavelier(S1),.S1_101,V,0900-1050,35
DISO-1013 ESTUDIO BÁSICO UNO: REDES (CICLO 1 DE 8 SEMANAS),58884,202510,.Bloque C,.C_308,I,0900-1050,32
DISO-1013 ESTUDIO BÁSICO UNO: REDES (CICLO 1 DE 8 SEMANAS),58884,202510,.Bloque C,.C_308,V,0900-1050,32
DISO-1013 ESTUDIO BÁSICO UNO: REDES (CICLO 1 DE 8 SEMANAS),66871,202510,.Edif. Enrique Cavelier(S1),.S1_105,I,1100-1250,35
DISO-1013 ESTUDIO BÁSICO UNO: REDES (CICLO 1 DE 8 SEMANAS),66871,202510,.Edif. Enrique Cavelier(S1),.S1_105,V,1100-1250,35
DISO-1111 ESTUDIO UNO: ESCENARIOS (CICLO 2 DE 8 SEMANAS),58660,202510,.Bloque C,.C_403-4,I,1100-1250,35
DISO-1111 ESTUDIO UNO: ESCENARIOS (CICLO 2 DE 8 SEMANAS),58660,202510,.Bloque C,.C_403-4,V,1100-1250,35
DISO-1111 ESTUDIO UNO: ESCENARIOS (CICLO 2 DE 8 SEMANAS),58661,202510,.Bloque C,.C_308,I,1400-1550,29
DISO-1111 ESTUDIO UNO: ESCENARIOS (CICLO 2 DE 8 SEMANAS),58661,202510,.Bloque C,.C_308,V,1400-1550,29
DISO-1111 ESTUDIO UNO: ESCENARIOS (CICLO 2 DE 8 SEMANAS),58662,202510,.Bloque C,.C_309,I,0900-1050,36
DISO-1111 ESTUDIO UNO: ESCENARIOS (CICLO 2 DE 8 SEMANAS),58662,202510,.Bloque C,.C_309,V,0900-1050,36
DISO-1111 ESTUDIO UNO: ESCENARIOS (CICLO 2 DE 8 SEMANAS),58663,202510,.centro cívico,.RGD_001,I,1400-1550,14
DISO-1111 ESTUDIO UNO: ESCENARIOS (CICLO 2 DE 8 SEMANAS),58663,202510,.centro cívico,.RGD_001,V,1400-1550,14
DISO-1112 ESTUDIO UNO: MATERIALIDADES (CICLO 2 DE 8 SEMANAS),58664,202510,.Bloque C,.C_308,I,0900-1050,34
DISO-1112 ESTUDIO UNO: MATERIALIDADES (CICLO 2 DE 8 SEMANAS),58664,202510,.Bloque C,.C_308,V,0900-1050,34
DISO-1112 ESTUDIO UNO: MATERIALIDADES (CICLO 2 DE 8 SEMANAS),58665,202510,.Edif. Enrique Cavelier(S1),.S1_101,I,1100-1250,35
DISO-1112 ESTUDIO UNO: MATERIALIDADES (CICLO 2 DE 8 SEMANAS),58665,202510,.Edif. Enrique Cavelier(S1),.S1_101,V,1100-1250,35
DISO-1112 ESTUDIO UNO: MATERIALIDADES (CICLO 2 DE 8 SEMANAS),58666,202510,.Bloque C,.C_309,I,1400-1550,30
DISO-1112 ESTUDIO UNO: MATERIALIDADES (CICLO 2 DE 8 SEMANAS),58666,202510,.Bloque C,.C_309,V,1400-1550,30
DISO-1112 ESTUDIO UNO: MATERIALIDADES (CICLO 2 DE 8 SEMANAS),64129,202510,.Edif. Enrique Cavelier(S1),.S1_105,I,1100-1250,36
DISO-1112 ESTUDIO UNO: MATERIALIDADES (CICLO 2 DE 8 SEMANAS),64129,202510,.Edif. Enrique Cavelier(S1),.S1_105,V,1100-1250,36
DISO-1113 ESTUDIO UNO: REALIDADES (CICLO 2 DE 8 SEMANAS),58668,202510,.Bloque C,.C_403-4,I,0900-1050,33
DISO-1113 ESTUDIO UNO: REALIDADES (CICLO 2 DE 8 SEMANAS),58668,202510,.Bloque C,.C_403-4,V,0900-1050,33
DISO-1113 ESTUDIO UNO: REALIDADES (CICLO 2 DE 8 SEMANAS),58669,202510,.Bloque C,.C_309,I,1100-1250,34
DISO-1113 ESTUDIO UNO: REALIDADES (CICLO 2 DE 8 SEMANAS),58669,202510,.Bloque C,.C_309,V,1100-1250,34
DISO-1211 SEMINARIO UNO: GENEALOGÍAS DEL DISEÑO (CICLO 1 DE 8 SEMANAS),58618,202510,.Edif. Mario Laserna (ML),.ML_617,L,1600-1750,81
DISO-1211 SEMINARIO UNO: GENEALOGÍAS DEL DISEÑO (CICLO 1 DE 8 SEMANAS),58618,202510,.Edif. J.M.Santodomingo (SD),.SD_805,I,1600-1750,81
DISO-1211 SEMINARIO UNO: GENEALOGÍAS DEL DISEÑO (CICLO 1 DE 8 SEMANAS),58619,202510,.Cinemateca Distrital,.SALA_2,M,0700-0850,73
DISO-1211 SEMINARIO UNO: GENEALOGÍAS DEL DISEÑO (CICLO 1 DE 8 SEMANAS),58619,202510,.Cinemateca Distrital,.SALA_2,J,0700-0850,73
DISO-1211 SEMINARIO UNO: GENEALOGÍAS DEL DISEÑO (CICLO 2 DE 8 SEMANAS),58620,202510,.Bloque C,.C_307,M,0700-0850,40
DISO-1211 SEMINARIO UNO: GENEALOGÍAS DEL DISEÑO (CICLO 2 DE 8 SEMANAS),58620,202510,.Bloque C,.C_307,J,0700-0850,40
DISO-1311 LABORATORIO UNO: CONEXIONES COMPLEJAS,58622,202510,.Bloque C,.C_401-2,V,0800-1050,21
DISO-1311 LABORATORIO UNO: CONEXIONES COMPLEJAS,66878,202510,.Bloque C,.C_308,L,0800-1050,18
DISO-1312 LABORATORIO UNO: CONSTRUCCIÓN LIBRE,58623,202510,.BLOQUE S2 - TALLERES DISEÑO,.S2_101,M,1400-1650,15
DISO-1312 LABORATORIO UNO: CONSTRUCCIÓN LIBRE,58624,202510,.BLOQUE S2 - TALLERES DISEÑO,.S2_101,M,0930-1220,20
DISO-1312 LABORATORIO UNO: CONSTRUCCIÓN LIBRE,58625,202510,.BLOQUE S2 - TALLERES DISEÑO,.S2_101,J,1400-1650,14
DISO-1312 LABORATORIO UNO: CONSTRUCCIÓN LIBRE,66745,202510,.BLOQUE S2 - TALLERES DISEÑO,.S2_101,V,1400-1650,12
