Curso,NRC,Edificio,Días,Inscritos,Rango de Horas,Index,_6
ARQT-2715 FOTOGRAFIA ARQUITECTÓNICA (CICLO 2 DE 8 SEMANAS),55582,C,I,23,"(17.5, 18.0)",386.0,"(14, 18)"
ARQT-2715 FOTOGRAFIA ARQUITECTÓNICA (CICLO 1 DE 8 SEMANAS),58494,C,I,20,"(14.0, 14.5)",387.0,"(14, 18)"
ARQT-2715 FOTOGRAFIA ARQUITECTÓNICA (CICLO 1 DE 8 SEMANAS),58494,C,I,20,"(14.5, 15.0)",387.0,"(14, 18)"
ARQT-2715 FOTOGRAFIA ARQUITECTÓNICA (CICLO 1 DE 8 SEMANAS),58494,C,I,20,"(15.0, 15.5)",387.0,"(14, 18)"
ARQT-2715 FOTOGRAFIA ARQUITECTÓNICA (CICLO 1 DE 8 SEMANAS),58494,C,I,20,"(15.5, 16.0)",387.0,"(14, 18)"
ARQT-2715 FOTOGRAFIA ARQUITECTÓNICA (CICLO 1 DE 8 SEMANAS),58494,C,I,20,"(16.0, 16.5)",387.0,"(14, 18)"
ARQT-2715 FOTOGRAFIA ARQUITECTÓNICA (CICLO 1 DE 8 SEMANAS),58494,C,I,20,"(16.5, 17.0)",387.0,"(14, 18)"
ARQT-2715 FOTOGRAFIA ARQUITECTÓNICA (CICLO 1 DE 8 SEMANAS),58494,C,I,20,"(17.0, 17.5)",387.0,"(14, 18)"
ARQT-2715 FOTOGRAFIA ARQUITECTÓNICA (CICLO 1 DE 8 SEMANAS),58494,C,I,20,"(17.5, 18.0)",387.0,"(14, 18)"
ARTE-2166 INTERVENCIONES DE SITIO ESPECÍFICO,72752,C,I,9,"(14.0, 14.5)",388.0,"(14, 18)"
ARTE-2166 INTERVENCIONES DE SITIO ESPECÍFICO,72752,C,I,9,"(14.5, 15.0)",388.0,"(14, 18)"
ARTE-2166 INTERVENCIONES DE SITIO ESPECÍFICO,72752,C,I,9,"(15.0, 15.5)",388.0,"(14, 18)"
ARTE-2166 INTERVENCIONES DE SITIO ESPECÍFICO,72752,C,I,9,"(15.5, 16.0)",388.0,"(14, 18)"
ARTE-2166 INTERVENCIONES DE SITIO ESPECÍFICO,72752,C,I,9,"(16.0, 16.5)",388.0,"(14, 18)"
ARTE-2166 INTERVENCIONES DE SITIO ESPECÍFICO,72752,C,I,9,"(16.5, 17.0)",388.0,"(14, 18)"
ARTE-2166 INTERVENCIONES DE SITIO ESPECÍFICO,72752,C,I,9,"(17.0, 17.5)",388.0,"(14, 18)"
ARTE-2166 INTERVENCIONES DE SITIO ESPECÍFICO,72752,C,I,9,"(17.5, 18.0)",388.0,"(14, 18)"
DISO-3527 ELECTIVA: INTERVENCIONES DE SITIO ESPECÍFICO,70473,C,I,15,"(14.0, 14.5)",389.0,"(14, 18)"
DISO-3527 ELECTIVA: INTERVENCIONES DE SITIO ESPECÍFICO,70473,C,I,15,"(14.5, 15.0)",389.0,"(14, 18)"
DISO-3527 ELECTIVA: INTERVENCIONES DE SITIO ESPECÍFICO,70473,C,I,15,"(15.0, 15.5)",389.0,"(14, 18)"
DISO-3527 ELECTIVA: INTERVENCIONES DE SITIO ESPECÍFICO,70473,C,I,15,"(15.5, 16.0)",389.0,"(14, 18)"
DISO-3527 ELECTIVA: INTERVENCIONES DE SITIO ESPECÍFICO,70473,C,I,15,"(16.0, 16.5)",389.0,"(14, 18)"
DISO-3527 ELECTIVA: INTERVENCIONES DE SITIO ESPECÍFICO,70473,C,I,15,"(16.5, 17.0)",389.0,"(14, 18)"
DISO-3527 ELECTIVA: INTERVENCIONES DE SITIO ESPECÍFICO,70473,C,I,15,"(17.0, 17.5)",389.0,"(14, 18)"
DISO-3527 ELECTIVA: INTERVENCIONES DE SITIO ESPECÍFICO,70473,C,I,15,"(17.5, 18.0)",389.0,"(14, 18)"
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,69466,C,I,45,"(15.0, 15.5)",390.0,"(15, 17)"
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,69466,C,I,45,"(15.5, 16.0)",390.0,"(15, 17)"
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,69466,C,I,45,"(16.0, 16.5)",390.0,"(15, 17)"
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,69466,C,I,45,"(16.5, 17.0)",390.0,"(15, 17)"
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72756,C,I,14,"(15.0, 15.5)",391.0,"(15, 17)"
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72756,C,I,14,"(15.5, 16.0)",391.0,"(15, 17)"
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72756,C,I,14,"(16.0, 16.5)",391.0,"(15, 17)"
FISI-1518P COMPLEMENTARIA Y LABORATORIO FISICA I,72756,C,I,14,"(16.5, 17.0)",391.0,"(15, 17)"
IELE-4118 ELECTROMOVILIDAD,71288,C,I,5,"(15.0, 15.5)",392.0,"(15, 17)"
IELE-4118 ELECTROMOVILIDAD,71288,C,I,5,"(15.5, 16.0)",392.0,"(15, 17)"
IELE-4118 ELECTROMOVILIDAD,71288,C,I,5,"(16.0, 16.5)",392.0,"(15, 17)"
IELE-4118 ELECTROMOVILIDAD,71288,C,I,5,"(16.5, 17.0)",392.0,"(15, 17)"
ARQT-3910 PROYECTO INTEGRADOR FINAL,58175,C,I,13,"(15.0, 15.5)",393.0,"(15, 19)"
ARQT-3910 PROYECTO INTEGRADOR FINAL,58175,C,I,13,"(15.5, 16.0)",393.0,"(15, 19)"
ARQT-3910 PROYECTO INTEGRADOR FINAL,58175,C,I,13,"(16.0, 16.5)",393.0,"(15, 19)"
ARQT-3910 PROYECTO INTEGRADOR FINAL,58175,C,I,13,"(16.5, 17.0)",393.0,"(15, 19)"
ARQT-3910 PROYECTO INTEGRADOR FINAL,58175,C,I,13,"(17.0, 17.5)",393.0,"(15, 19)"
ARQT-3910 PROYECTO INTEGRADOR FINAL,58175,C,I,13,"(17.5, 18.0)",393.0,"(15, 19)"
ARQT-3910 PROYECTO INTEGRADOR FINAL,58175,C,I,13,"(18.0, 18.5)",393.0,"(15, 19)"
ARQT-3910 PROYECTO INTEGRADOR FINAL,58175,C,I,13,"(18.5, 19.0)",393.0,"(15, 19)"
ARQT-1304 DE RHINO A GASSHOPPER (CICLO 1 DE 8 SEMANAS),52311,C,I,12,"(16.0, 16.5)",394.0,"(16, 18)"
ARQT-1304 DE RHINO A GASSHOPPER (CICLO 1 DE 8 SEMANAS),52311,C,I,12,"(16.5, 17.0)",394.0,"(16, 18)"
ARQT-1304 DE RHINO A GASSHOPPER (CICLO 1 DE 8 SEMANAS),52311,C,I,12,"(17.0, 17.5)",394.0,"(16, 18)"
ARQT-1304 DE RHINO A GASSHOPPER (CICLO 1 DE 8 SEMANAS),52311,C,I,12,"(17.5, 18.0)",394.0,"(16, 18)"
ARQT-2304 ENTORNO SOCIAL (CICLO 2 DE 8 SEMANAS),52244,C,I,35,"(16.0, 16.5)",395.0,"(16, 18)"
ARQT-2304 ENTORNO SOCIAL (CICLO 2 DE 8 SEMANAS),52244,C,I,35,"(16.5, 17.0)",395.0,"(16, 18)"
ARQT-2304 ENTORNO SOCIAL (CICLO 2 DE 8 SEMANAS),52244,C,I,35,"(17.0, 17.5)",395.0,"(16, 18)"
ARQT-2304 ENTORNO SOCIAL (CICLO 2 DE 8 SEMANAS),52244,C,I,35,"(17.5, 18.0)",395.0,"(16, 18)"
ARQT-2446 CLIMA Y RELIEVE (CICLO 2 DE 8 SEMANAS),70169,C,I,14,"(16.0, 16.5)",396.0,"(16, 18)"
ARQT-2446 CLIMA Y RELIEVE (CICLO 2 DE 8 SEMANAS),70169,C,I,14,"(16.5, 17.0)",396.0,"(16, 18)"
ARQT-2446 CLIMA Y RELIEVE (CICLO 2 DE 8 SEMANAS),70169,C,I,14,"(17.0, 17.5)",396.0,"(16, 18)"
ARQT-2446 CLIMA Y RELIEVE (CICLO 2 DE 8 SEMANAS),70169,C,I,14,"(17.5, 18.0)",396.0,"(16, 18)"
DISO-2013 ESTUDIO BÁSICO DOS: ESTRATEGIA (CICLO 1 DE 8 SEMANAS),58681,C,I,34,"(16.0, 16.5)",397.0,"(16, 18)"
DISO-2013 ESTUDIO BÁSICO DOS: ESTRATEGIA (CICLO 1 DE 8 SEMANAS),58681,C,I,34,"(16.5, 17.0)",397.0,"(16, 18)"
DISO-2013 ESTUDIO BÁSICO DOS: ESTRATEGIA (CICLO 1 DE 8 SEMANAS),58681,C,I,34,"(17.0, 17.5)",397.0,"(16, 18)"
DISO-2013 ESTUDIO BÁSICO DOS: ESTRATEGIA (CICLO 1 DE 8 SEMANAS),58681,C,I,34,"(17.5, 18.0)",397.0,"(16, 18)"
DISO-2212 SEMINARIO DOS: DISEÑO Y TERRITORIO (CICLO 2 DE 8 SEMANAS),58612,C,I,31,"(16.0, 16.5)",398.0,"(16, 18)"
DISO-2212 SEMINARIO DOS: DISEÑO Y TERRITORIO (CICLO 2 DE 8 SEMANAS),58612,C,I,31,"(16.5, 17.0)",398.0,"(16, 18)"
DISO-2212 SEMINARIO DOS: DISEÑO Y TERRITORIO (CICLO 2 DE 8 SEMANAS),58612,C,I,31,"(17.0, 17.5)",398.0,"(16, 18)"
DISO-2212 SEMINARIO DOS: DISEÑO Y TERRITORIO (CICLO 2 DE 8 SEMANAS),58612,C,I,31,"(17.5, 18.0)",398.0,"(16, 18)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),51535,C,I,23,"(16.0, 16.5)",399.0,"(16, 18)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),51535,C,I,23,"(16.5, 17.0)",399.0,"(16, 18)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),51535,C,I,23,"(17.0, 17.5)",399.0,"(16, 18)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),51535,C,I,23,"(17.5, 18.0)",399.0,"(16, 18)"
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 1 DE 8 SEMANAS),72509,C,I,21,"(16.0, 16.5)",400.0,"(16, 18)"
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 1 DE 8 SEMANAS),72509,C,I,21,"(16.5, 17.0)",400.0,"(16, 18)"
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 1 DE 8 SEMANAS),72509,C,I,21,"(17.0, 17.5)",400.0,"(16, 18)"
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 1 DE 8 SEMANAS),72509,C,I,21,"(17.5, 18.0)",400.0,"(16, 18)"
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),51652,C,I,18,"(16.0, 16.5)",401.0,"(16, 18)"
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),51652,C,I,18,"(16.5, 17.0)",401.0,"(16, 18)"
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),51652,C,I,18,"(17.0, 17.5)",401.0,"(16, 18)"
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),51652,C,I,18,"(17.5, 18.0)",401.0,"(16, 18)"
MATE-3422 TOPOLOGIA ALGEBRAICA,71444,C,I,1,"(16.0, 16.5)",402.0,"(16, 18)"
MATE-3422 TOPOLOGIA ALGEBRAICA,71444,C,I,1,"(16.5, 17.0)",402.0,"(16, 18)"
MATE-3422 TOPOLOGIA ALGEBRAICA,71444,C,I,1,"(17.0, 17.5)",402.0,"(16, 18)"
MATE-3422 TOPOLOGIA ALGEBRAICA,71444,C,I,1,"(17.5, 18.0)",402.0,"(16, 18)"
MATE-4421 TOPOLOGIA ALGEBRAICA,71457,C,I,3,"(16.0, 16.5)",403.0,"(16, 18)"
MATE-4421 TOPOLOGIA ALGEBRAICA,71457,C,I,3,"(16.5, 17.0)",403.0,"(16, 18)"
MATE-4421 TOPOLOGIA ALGEBRAICA,71457,C,I,3,"(17.0, 17.5)",403.0,"(16, 18)"
MATE-4421 TOPOLOGIA ALGEBRAICA,71457,C,I,3,"(17.5, 18.0)",403.0,"(16, 18)"
DISO-3117 ESTUDIO CUATRO: INICIATIVAS POSITIVAS SOCIALES,70471,C,I,16,"(16.0, 16.5)",404.0,"(16, 19)"
DISO-3117 ESTUDIO CUATRO: INICIATIVAS POSITIVAS SOCIALES,70471,C,I,16,"(16.5, 17.0)",404.0,"(16, 19)"
DISO-3117 ESTUDIO CUATRO: INICIATIVAS POSITIVAS SOCIALES,70471,C,I,16,"(17.0, 17.5)",404.0,"(16, 19)"
DISO-3117 ESTUDIO CUATRO: INICIATIVAS POSITIVAS SOCIALES,70471,C,I,16,"(17.5, 18.0)",404.0,"(16, 19)"
DISO-3117 ESTUDIO CUATRO: INICIATIVAS POSITIVAS SOCIALES,70471,C,I,16,"(18.0, 18.5)",404.0,"(16, 19)"
DISO-3117 ESTUDIO CUATRO: INICIATIVAS POSITIVAS SOCIALES,70471,C,I,16,"(18.5, 19.0)",404.0,"(16, 19)"
MDIS-4105 ESTUDIO MAESTRÍA,61529,C,I,16,"(16.0, 16.5)",405.0,"(16, 19)"
MDIS-4105 ESTUDIO MAESTRÍA,61529,C,I,16,"(16.5, 17.0)",405.0,"(16, 19)"
MDIS-4105 ESTUDIO MAESTRÍA,61529,C,I,16,"(17.0, 17.5)",405.0,"(16, 19)"
MDIS-4105 ESTUDIO MAESTRÍA,61529,C,I,16,"(17.5, 18.0)",405.0,"(16, 19)"
MDIS-4105 ESTUDIO MAESTRÍA,61529,C,I,16,"(18.0, 18.5)",405.0,"(16, 19)"
MDIS-4105 ESTUDIO MAESTRÍA,61529,C,I,16,"(18.5, 19.0)",405.0,"(16, 19)"
DISO-3199 TRABAJO DE GRADO,66984,C,I,5,"(17.0, 17.5)",406.0,"(17, 19)"
DISO-3199 TRABAJO DE GRADO,66984,C,I,5,"(17.5, 18.0)",406.0,"(17, 19)"
DISO-3199 TRABAJO DE GRADO,66984,C,I,5,"(18.0, 18.5)",406.0,"(17, 19)"
DISO-3199 TRABAJO DE GRADO,66984,C,I,5,"(18.5, 19.0)",406.0,"(17, 19)"
ARQT-2442 TOKIO-X (CICLO 2 DE 8 SEMANAS),66779,C,I,20,"(17.0, 17.5)",407.0,"(17, 19)"
ARQT-2442 TOKIO-X (CICLO 2 DE 8 SEMANAS),66779,C,I,20,"(17.5, 18.0)",407.0,"(17, 19)"
ARQT-2442 TOKIO-X (CICLO 2 DE 8 SEMANAS),66779,C,I,20,"(18.0, 18.5)",407.0,"(17, 19)"
ARQT-2442 TOKIO-X (CICLO 2 DE 8 SEMANAS),66779,C,I,20,"(18.5, 19.0)",407.0,"(17, 19)"
ARQT-2451 URBANISMOS BOTTOM UP,73387,C,I,17,"(17.0, 17.5)",408.0,"(17, 19)"
ARQT-2451 URBANISMOS BOTTOM UP,73387,C,I,17,"(17.5, 18.0)",408.0,"(17, 19)"
ARQT-2451 URBANISMOS BOTTOM UP,73387,C,I,17,"(18.0, 18.5)",408.0,"(17, 19)"
ARQT-2451 URBANISMOS BOTTOM UP,73387,C,I,17,"(18.5, 19.0)",408.0,"(17, 19)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),51518,C,I,19,"(18.0, 18.5)",409.0,"(18, 20)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),51518,C,I,19,"(18.5, 19.0)",409.0,"(18, 20)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),51518,C,I,19,"(19.0, 19.5)",409.0,"(18, 20)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),51518,C,I,19,"(19.5, 20.0)",409.0,"(18, 20)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),72446,C,I,15,"(18.0, 18.5)",410.0,"(18, 20)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),72446,C,I,15,"(18.5, 19.0)",410.0,"(18, 20)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),72446,C,I,15,"(19.0, 19.5)",410.0,"(18, 20)"
ESCR-1101 ESCRITURA UNIVERSITARIA I (CICLO 1 DE 8 SEMANAS),72446,C,I,15,"(19.5, 20.0)",410.0,"(18, 20)"
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),72515,C,I,18,"(18.0, 18.5)",411.0,"(18, 20)"
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),72515,C,I,18,"(18.5, 19.0)",411.0,"(18, 20)"
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),72515,C,I,18,"(19.0, 19.5)",411.0,"(18, 20)"
ESCR-1102 ESCRITURA UNIVERSITARIA II (CICLO 2 DE 8 SEMANAS),72515,C,I,18,"(19.5, 20.0)",411.0,"(18, 20)"
DEPO-2202 DANZA CONTEMPORANEA ANDANZA,12105,GA,I,6,"(6.5, 7.0)",423.0,"(6, 8)"
DEPO-2202 DANZA CONTEMPORANEA ANDANZA,12105,GA,I,6,"(7.0, 7.5)",423.0,"(6, 8)"
DEPO-2202 DANZA CONTEMPORANEA ANDANZA,12105,GA,I,6,"(7.5, 8.0)",423.0,"(6, 8)"
DEPO-3102 SELECCION FUTSALA MASCULINO,10745,GA,I,17,"(6.5, 7.0)",424.0,"(6, 8)"
DEPO-3102 SELECCION FUTSALA MASCULINO,10745,GA,I,17,"(7.0, 7.5)",424.0,"(6, 8)"
DEPO-3102 SELECCION FUTSALA MASCULINO,10745,GA,I,17,"(7.5, 8.0)",424.0,"(6, 8)"
DEPO-1227 PILATES,12103,GA,I,25,"(6.5, 7.0)",425.0,"(6, 8)"
DEPO-1227 PILATES,12103,GA,I,25,"(7.0, 7.5)",425.0,"(6, 8)"
DEPO-1227 PILATES,12103,GA,I,25,"(7.5, 8.0)",425.0,"(6, 8)"
DEPO-3402 SELECCION VOLEIBOL ARENA FEMEN,21500,GA,I,11,"(6.5, 7.0)",426.0,"(6, 8)"
DEPO-3402 SELECCION VOLEIBOL ARENA FEMEN,21500,GA,I,11,"(7.0, 7.5)",426.0,"(6, 8)"
DEPO-3402 SELECCION VOLEIBOL ARENA FEMEN,21500,GA,I,11,"(7.5, 8.0)",426.0,"(6, 8)"
DEPO-3110 SELECCION FRISBEE ULTIMATE,12019,GA,I,28,"(6.5, 7.0)",427.0,"(6, 8)"
DEPO-3110 SELECCION FRISBEE ULTIMATE,12019,GA,I,28,"(7.0, 7.5)",427.0,"(6, 8)"
DEPO-3110 SELECCION FRISBEE ULTIMATE,12019,GA,I,28,"(7.5, 8.0)",427.0,"(6, 8)"
DEPO-1218 TENIS DE CAMPO AVANZADOS,10302,GA,I,11,"(8.0, 8.5)",428.0,"(8, 9)"
DEPO-1218 TENIS DE CAMPO AVANZADOS,10302,GA,I,11,"(8.5, 9.0)",428.0,"(8, 9)"
DEPO-1240 SQUASH PRINCIPIANTES,36467,GA,I,13,"(8.0, 8.5)",429.0,"(8, 9)"
DEPO-1240 SQUASH PRINCIPIANTES,36467,GA,I,13,"(8.5, 9.0)",429.0,"(8, 9)"
DEPO-1887 CUERPO TOTAL - G.A.P.,68685,GA,I,25,"(8.0, 8.5)",430.0,"(8, 9)"
DEPO-1887 CUERPO TOTAL - G.A.P.,68685,GA,I,25,"(8.5, 9.0)",430.0,"(8, 9)"
DEPO-3402 SELECCION VOLEIBOL ARENA MASCU,22936,GA,I,7,"(8.0, 8.5)",431.0,"(8, 9)"
DEPO-3402 SELECCION VOLEIBOL ARENA MASCU,22936,GA,I,7,"(8.5, 9.0)",431.0,"(8, 9)"
DEPO-1207 DANZA CONTEMPORANEA INTERMEDIO,11128,GA,I,11,"(8.0, 8.5)",432.0,"(8, 10)"
DEPO-1207 DANZA CONTEMPORANEA INTERMEDIO,11128,GA,I,11,"(8.5, 9.0)",432.0,"(8, 10)"
DEPO-1207 DANZA CONTEMPORANEA INTERMEDIO,11128,GA,I,11,"(9.0, 9.5)",432.0,"(8, 10)"
DEPO-1207 DANZA CONTEMPORANEA INTERMEDIO,11128,GA,I,11,"(9.5, 10.0)",432.0,"(8, 10)"
DEPO-1221 FRISBEE ULTIMATE INTERMEDIOS,10278,GA,I,20,"(8.0, 8.5)",433.0,"(8, 10)"
DEPO-1221 FRISBEE ULTIMATE INTERMEDIOS,10278,GA,I,20,"(8.5, 9.0)",433.0,"(8, 10)"
DEPO-1221 FRISBEE ULTIMATE INTERMEDIOS,10278,GA,I,20,"(9.0, 9.5)",433.0,"(8, 10)"
DEPO-1221 FRISBEE ULTIMATE INTERMEDIOS,10278,GA,I,20,"(9.5, 10.0)",433.0,"(8, 10)"
DEPO-1230 GOLF,54724,GA,I,14,"(8.0, 8.5)",434.0,"(8, 10)"
DEPO-1230 GOLF,54724,GA,I,14,"(8.5, 9.0)",434.0,"(8, 10)"
DEPO-1230 GOLF,54724,GA,I,14,"(9.0, 9.5)",434.0,"(8, 10)"
DEPO-1230 GOLF,54724,GA,I,14,"(9.5, 10.0)",434.0,"(8, 10)"
DEPO-1255 FUTSALA FEMENINO,51755,GA,I,12,"(8.0, 8.5)",435.0,"(8, 10)"
DEPO-1255 FUTSALA FEMENINO,51755,GA,I,12,"(8.5, 9.0)",435.0,"(8, 10)"
DEPO-1255 FUTSALA FEMENINO,51755,GA,I,12,"(9.0, 9.5)",435.0,"(8, 10)"
DEPO-1255 FUTSALA FEMENINO,51755,GA,I,12,"(9.5, 10.0)",435.0,"(8, 10)"
DEPO-1207 DANZA CONTEMPORANEA PRINCIPIAN,10274,GA,I,18,"(9.0, 9.5)",436.0,"(9, 11)"
DEPO-1207 DANZA CONTEMPORANEA PRINCIPIAN,10274,GA,I,18,"(9.5, 10.0)",436.0,"(9, 11)"
DEPO-1207 DANZA CONTEMPORANEA PRINCIPIAN,10274,GA,I,18,"(10.0, 10.5)",436.0,"(9, 11)"
DEPO-1207 DANZA CONTEMPORANEA PRINCIPIAN,10274,GA,I,18,"(10.5, 11.0)",436.0,"(9, 11)"
DEPO-1218 TENIS DE CAMPO PRINCIPIANTES,54529,GA,I,11,"(9.0, 9.5)",437.0,"(9, 11)"
DEPO-1218 TENIS DE CAMPO PRINCIPIANTES,54529,GA,I,11,"(9.5, 10.0)",437.0,"(9, 11)"
DEPO-1218 TENIS DE CAMPO PRINCIPIANTES,54529,GA,I,11,"(10.0, 10.5)",437.0,"(9, 11)"
DEPO-1218 TENIS DE CAMPO PRINCIPIANTES,54529,GA,I,11,"(10.5, 11.0)",437.0,"(9, 11)"
DEPO-1240 SQUASH PRINCIPIANTES,51726,GA,I,10,"(9.0, 9.5)",438.0,"(9, 11)"
DEPO-1240 SQUASH PRINCIPIANTES,51726,GA,I,10,"(9.5, 10.0)",438.0,"(9, 11)"
DEPO-1240 SQUASH PRINCIPIANTES,51726,GA,I,10,"(10.0, 10.5)",438.0,"(9, 11)"
DEPO-1240 SQUASH PRINCIPIANTES,51726,GA,I,10,"(10.5, 11.0)",438.0,"(9, 11)"
DEPO-1230 GOLF,54725,GA,I,11,"(9.0, 9.5)",439.0,"(9, 11)"
DEPO-1230 GOLF,54725,GA,I,11,"(9.5, 10.0)",439.0,"(9, 11)"
DEPO-1230 GOLF,54725,GA,I,11,"(10.0, 10.5)",439.0,"(9, 11)"
DEPO-1230 GOLF,54725,GA,I,11,"(10.5, 11.0)",439.0,"(9, 11)"
DEPO-1233 VOLEIBOL MIXTO,10662,GA,I,33,"(9.0, 9.5)",440.0,"(9, 11)"
DEPO-1233 VOLEIBOL MIXTO,10662,GA,I,33,"(9.5, 10.0)",440.0,"(9, 11)"
DEPO-1233 VOLEIBOL MIXTO,10662,GA,I,33,"(10.0, 10.5)",440.0,"(9, 11)"
DEPO-1233 VOLEIBOL MIXTO,10662,GA,I,33,"(10.5, 11.0)",440.0,"(9, 11)"
DEPO-1246 FLAG FOOTBALL MIXTO,58047,GA,I,23,"(9.0, 9.5)",441.0,"(9, 11)"
DEPO-1246 FLAG FOOTBALL MIXTO,58047,GA,I,23,"(9.5, 10.0)",441.0,"(9, 11)"
DEPO-1246 FLAG FOOTBALL MIXTO,58047,GA,I,23,"(10.0, 10.5)",441.0,"(9, 11)"
DEPO-1246 FLAG FOOTBALL MIXTO,58047,GA,I,23,"(10.5, 11.0)",441.0,"(9, 11)"
DEPO-1100 SON Y CHACHACHÁ,55366,GA,I,17,"(11.0, 11.5)",442.0,"(11, 12)"
DEPO-1100 SON Y CHACHACHÁ,55366,GA,I,17,"(11.5, 12.0)",442.0,"(11, 12)"
DEPO-1218 TENIS DE CAMPO INTERMEDIOS,10294,GA,I,10,"(11.0, 11.5)",443.0,"(11, 12)"
DEPO-1218 TENIS DE CAMPO INTERMEDIOS,10294,GA,I,10,"(11.5, 12.0)",443.0,"(11, 12)"
DEPO-1230 GOLF,54726,GA,I,9,"(11.0, 11.5)",444.0,"(11, 12)"
DEPO-1230 GOLF,54726,GA,I,9,"(11.5, 12.0)",444.0,"(11, 12)"
DEPO-1220 YOGA-MEDITACIÓN,65790,GA,I,40,"(11.0, 11.5)",445.0,"(11, 13)"
DEPO-1220 YOGA-MEDITACIÓN,65790,GA,I,40,"(11.5, 12.0)",445.0,"(11, 13)"
DEPO-1220 YOGA-MEDITACIÓN,65790,GA,I,40,"(12.0, 12.5)",445.0,"(11, 13)"
DEPO-1220 YOGA-MEDITACIÓN,65790,GA,I,40,"(12.5, 13.0)",445.0,"(11, 13)"
DEPO-3104 SELECCION SQUASH,55294,GA,I,17,"(11.0, 11.5)",446.0,"(11, 13)"
DEPO-3104 SELECCION SQUASH,55294,GA,I,17,"(11.5, 12.0)",446.0,"(11, 13)"
DEPO-3104 SELECCION SQUASH,55294,GA,I,17,"(12.0, 12.5)",446.0,"(11, 13)"
DEPO-3104 SELECCION SQUASH,55294,GA,I,17,"(12.5, 13.0)",446.0,"(11, 13)"
DEPO-1218 TENIS DE CAMPO INTERMEDIOS,11210,GA,I,10,"(12.0, 12.5)",447.0,"(12, 14)"
DEPO-1218 TENIS DE CAMPO INTERMEDIOS,11210,GA,I,10,"(12.5, 13.0)",447.0,"(12, 14)"
DEPO-1218 TENIS DE CAMPO INTERMEDIOS,11210,GA,I,10,"(13.0, 13.5)",447.0,"(12, 14)"
DEPO-1218 TENIS DE CAMPO INTERMEDIOS,11210,GA,I,10,"(13.5, 14.0)",447.0,"(12, 14)"
DEPO-1219 TENIS DE MESA INTERMEDIOS,51809,GA,I,11,"(14.0, 14.5)",448.0,"(14, 15)"
DEPO-1219 TENIS DE MESA INTERMEDIOS,51809,GA,I,11,"(14.5, 15.0)",448.0,"(14, 15)"
DEPO-1220 YOGA MEDITACIÓN,54675,GA,I,13,"(14.0, 14.5)",449.0,"(14, 15)"
DEPO-1220 YOGA MEDITACIÓN,54675,GA,I,13,"(14.5, 15.0)",449.0,"(14, 15)"
DEPO-1218 TENIS DE CAMPO PRINCIPIANTES,10300,GA,I,11,"(14.0, 14.5)",450.0,"(14, 16)"
DEPO-1218 TENIS DE CAMPO PRINCIPIANTES,10300,GA,I,11,"(14.5, 15.0)",450.0,"(14, 16)"
DEPO-1218 TENIS DE CAMPO PRINCIPIANTES,10300,GA,I,11,"(15.0, 15.5)",450.0,"(14, 16)"
DEPO-1218 TENIS DE CAMPO PRINCIPIANTES,10300,GA,I,11,"(15.5, 16.0)",450.0,"(14, 16)"
